ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",700773,-0.0459,0.2733,0.6826,0.0441,533304,0.7678,0.2322,0.1445,0.0402,0.0213,0.027,0.0029,
"2",713007,-0.0292,0.4116,0.5444,0.044,550432,0.8155,0.1845,0.0599,0.0572,0.0201,0.0466,0.0021,
"3",792286,0.0787,0.5067,0.4458,0.0475,595079,0.7101,0.2899,0.1181,0.0883,0.0572,0.0254,0.0018,
"4",731814,-0.0036,0.3679,0.5819,0.0502,550501,0.7321,0.2679,0.1112,0.0775,0.0407,0.0413,0.0023,
"",2937880,1,0.3995,0.554,0.0465,2229316,0.7554,0.2446,0.1084,0.0665,0.0354,0.0349,0.0022,
