ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",716388,-0.0485,0.2913,0.6817,0.027,551514,0.7548,0.2452,0.0318,0.1723,0.0096,0.0267,0.0019,
"2",769391,0.0219,0.4265,0.5453,0.0282,593620,0.6633,0.3367,0.0577,0.2264,0.0226,0.03,0.0012,
"3",839147,0.1146,0.3296,0.6374,0.0329,634264,0.7315,0.2685,0.1303,0.0348,0.0387,0.0542,0.012,
"4",686598,-0.088,0.3056,0.671,0.0234,532875,0.7127,0.2873,0.0518,0.1884,0.0103,0.0338,0.0018,
"",3011524,1,0.3422,0.6297,0.0281,2312273,0.7152,0.2848,0.0701,0.1522,0.0211,0.0367,0.0045,
