ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",733499,0.0004,0.6755,0.3101,0.0145,567153,0.462,0.538,0.0659,0.4445,0.0219,0.013,0.0009,
"2",729795,-0.0046,0.4401,0.5387,0.0212,526317,0.7062,0.2938,0.0713,0.1969,0.0203,0.0113,0.001,
"3",733498,0.0004,0.3839,0.5956,0.0205,564346,0.7125,0.2875,0.0537,0.2118,0.0163,0.0104,0.0021,
"4",733218,0,0.6707,0.3072,0.022,561968,0.6162,0.3838,0.0869,0.2238,0.0716,0.0101,0.0012,
"5",733499,0.0004,0.4154,0.5614,0.0232,567385,0.7767,0.2233,0.0669,0.1402,0.013,0.0077,0.0008,
"6",733498,0.0004,0.4293,0.5508,0.0199,558216,0.7112,0.2888,0.0715,0.1985,0.0136,0.0102,0.0008,
"7",733499,0.0004,0.4187,0.5593,0.0219,568306,0.7086,0.2914,0.0695,0.2023,0.0097,0.0142,0.0011,
"8",733499,0.0004,0.426,0.5505,0.0234,544474,0.6698,0.3302,0.0725,0.224,0.0229,0.0188,0.0029,
"9",733498,0.0004,0.4313,0.5481,0.0206,537083,0.6406,0.3594,0.0594,0.1962,0.0222,0.0862,0.001,
"10",733499,0.0004,0.3894,0.5863,0.0243,567088,0.8193,0.1807,0.0451,0.1158,0.0141,0.008,0.0007,
"11",733499,0.0004,0.3772,0.5959,0.0269,580569,0.8956,0.1044,0.0433,0.0327,0.0103,0.0197,0.0012,
"12",733498,0.0004,0.6757,0.3014,0.0229,546656,0.4657,0.5343,0.1215,0.3618,0.0507,0.011,0.0017,
"13",733499,0.0004,0.4532,0.5246,0.0222,561140,0.698,0.302,0.0572,0.2117,0.0286,0.0095,0.0009,
"",9531498,1,0.4786,0.4995,0.0218,7250701,0.6844,0.3156,0.0679,0.2117,0.0241,0.0175,0.0013,
