ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",659816,0.0091,0.3896,0.5832,0.0272,500589,0.8179,0.1821,0.0851,0.0366,0.0331,0.0259,0.0017,
"2",701005,0.0721,0.4695,0.5022,0.0283,519298,0.7229,0.2771,0.105,0.1018,0.0497,0.0226,0.002,
"3",600683,-0.0813,0.2232,0.7576,0.0192,456240,0.8426,0.1574,0.1055,0.0164,0.0109,0.024,0.0016,
"",1961504,1,0.366,0.6089,0.0251,1476127,0.7921,0.2079,0.0984,0.0533,0.0321,0.0242,0.0018,
