ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",758233,0.0242,0.3536,0.6353,0.0111,583889,0.6657,0.3343,0.0306,0.2751,0.0124,0.0156,0.0008,
"2",674491,-0.0889,0.6501,0.3426,0.0074,518745,0.3315,0.6685,0.0205,0.6337,0.0077,0.0106,0.0006,
"3",751039,0.0145,0.3982,0.592,0.0098,579032,0.6031,0.3969,0.0241,0.3392,0.0147,0.0197,0.0008,
"4",777516,0.0502,0.3172,0.6699,0.013,595933,0.6806,0.3194,0.0439,0.2304,0.0219,0.022,0.0016,
"",2961279,1,0.4274,0.5623,0.0103,2277599,0.5776,0.4224,0.0301,0.3614,0.0144,0.0172,0.001,
