ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"26",722832,-0.0307,0.5914,0.3884,0.0202,558326,0.4484,0.5516,0.4173,0.0269,0.0928,0.0378,0.0053,
"27",710792,-0.0468,0.6652,0.3166,0.0182,581130,0.2647,0.7353,0.2586,0.0498,0.425,0.0229,0.0039,
"28",714774,-0.0415,0.7361,0.2458,0.0181,608097,0.57,0.43,0.2246,0.0422,0.1536,0.0211,0.0034,
"29",713637,-0.043,0.7729,0.2073,0.0198,554961,0.2148,0.7852,0.6314,0.0511,0.1003,0.0376,0.0032,
"30",749559,0.0051,0.6979,0.2847,0.0174,608567,0.504,0.496,0.27,0.0608,0.1561,0.0228,0.0039,
"31",759222,0.0181,0.5817,0.398,0.0202,564491,0.2617,0.7383,0.5105,0.1162,0.1053,0.0366,0.0063,
"32",707721,-0.051,0.662,0.3181,0.0198,555716,0.1576,0.8424,0.5812,0.0339,0.2266,0.037,0.0036,
"33",725723,-0.0268,0.6849,0.2967,0.0184,600344,0.641,0.359,0.123,0.0437,0.1749,0.0155,0.0048,
"34",705528,-0.0539,0.8384,0.1415,0.0202,576490,0.1484,0.8516,0.5518,0.0688,0.2304,0.0423,0.0035,
"35",737292,-0.0113,0.667,0.314,0.019,553792,0.1409,0.8591,0.6686,0.0755,0.113,0.0409,0.005,
"36",761992,0.0218,0.5421,0.444,0.0138,593135,0.4277,0.5723,0.4525,0.0549,0.048,0.0382,0.0044,
"37",725771,-0.0268,0.8598,0.1242,0.016,590861,0.278,0.722,0.3537,0.2322,0.1313,0.0302,0.0037,
"38",708881,-0.0494,0.665,0.3151,0.0199,555749,0.1595,0.8405,0.6023,0.0466,0.188,0.0381,0.0066,
"39",734032,-0.0157,0.5199,0.4615,0.0186,582232,0.2865,0.7135,0.3152,0.0303,0.3616,0.0241,0.0054,
"40",693694,-0.0698,0.8063,0.1744,0.0193,508858,0.0492,0.9508,0.859,0.0581,0.0345,0.048,0.0031,
"41",756764,0.0148,0.6119,0.3682,0.0199,558683,0.2276,0.7724,0.5811,0.1048,0.0788,0.0387,0.0067,
