ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",719139,-0.0424,0.3009,0.6833,0.0159,555435,0.8668,0.1332,0.0288,0.0732,0.0082,0.0199,0.0013,
"2",778648,0.0369,0.3454,0.6334,0.0212,595430,0.8568,0.1432,0.0338,0.0633,0.0208,0.0215,0.0024,
"3",756852,0.0078,0.6042,0.3774,0.0184,594337,0.6575,0.3425,0.0681,0.2193,0.0376,0.0187,0.0017,
"4",773543,0.0301,0.3539,0.6242,0.0219,587744,0.8832,0.1168,0.0334,0.0414,0.0168,0.0204,0.0015,
"5",693381,-0.0767,0.2576,0.7275,0.0149,540806,0.9422,0.0578,0.0128,0.0188,0.0051,0.0184,0.0006,
"6",784273,0.0443,0.4736,0.5054,0.021,610148,0.8105,0.1895,0.049,0.0919,0.0273,0.0197,0.0023,
"",4505836,1,0.3967,0.5842,0.0191,3483900,0.834,0.166,0.0382,0.0859,0.0197,0.0198,0.0017,
