ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",840731,0.0193,0.7217,0.2409,0.0374,680852,0.6139,0.3861,0.2287,0.0865,0.0506,0.0329,0.0034,
"2",829123,0.0052,0.6024,0.3554,0.0422,672220,0.8092,0.1908,0.0999,0.0159,0.0463,0.0235,0.0025,
"3",758257,-0.0807,0.4443,0.5151,0.0406,596916,0.7128,0.2872,0.2175,0.0143,0.0145,0.0462,0.0026,
"4",870537,0.0554,0.379,0.5805,0.0405,654869,0.7189,0.2811,0.1979,0.0211,0.0346,0.0313,0.0028,
"5",832377,0.0092,0.3794,0.5714,0.0493,644543,0.7098,0.2902,0.1454,0.0697,0.0439,0.0353,0.0068,
"6",835594,0.0131,0.5385,0.4223,0.0392,629490,0.5998,0.4002,0.1955,0.1053,0.0797,0.0292,0.0047,
"7",807095,-0.0215,0.5615,0.3912,0.0472,630686,0.6381,0.3619,0.2618,0.0253,0.0483,0.0378,0.0026,
"",5773714,1,0.5218,0.436,0.0423,4509576,0.6865,0.3135,0.1916,0.0486,0.0456,0.0335,0.0036,
