ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",717654,-0.0049,0.6056,0.3682,0.0261,571274,0.6125,0.3875,0.1532,0.1659,0.0636,0.0148,0.0014,
"2",699901,-0.0295,0.523,0.4468,0.0302,569338,0.8061,0.1939,0.0781,0.052,0.0422,0.021,0.0019,
"3",715360,-0.0081,0.5882,0.3922,0.0196,579067,0.6414,0.3586,0.1444,0.1535,0.0535,0.015,0.0014,
"4",746816,0.0355,0.6007,0.3829,0.0163,576579,0.6022,0.3978,0.1946,0.1312,0.0613,0.0121,0.0013,
"5",726213,0.007,0.521,0.4563,0.0227,572969,0.6743,0.3257,0.1795,0.0877,0.042,0.0151,0.0015,
"",3605944,1,0.5674,0.4095,0.0231,2869227,0.667,0.333,0.1501,0.1182,0.0525,0.0156,0.0015,
