ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",812585,0.0468,0.283,0.694,0.023,629822,0.6924,0.3076,0.1055,0.1463,0.0299,0.029,0.0012,
"2",775292,-0.0013,0.7369,0.2416,0.0215,599438,0.298,0.702,0.0789,0.5865,0.0325,0.0152,0.0011,
"3",785824,0.0123,0.2828,0.695,0.0221,593570,0.6703,0.3297,0.0478,0.2447,0.0206,0.0169,0.0011,
"4",728346,-0.0618,0.3572,0.6264,0.0164,554876,0.5826,0.4174,0.0423,0.3337,0.0152,0.0263,0.0018,
"5",739244,-0.0477,0.3298,0.6528,0.0174,567681,0.6038,0.3962,0.0347,0.3297,0.0128,0.0195,0.001,
"6",816466,0.0517,0.3264,0.653,0.0206,625161,0.6454,0.3546,0.0614,0.2471,0.0267,0.0189,0.0009,
"",4657757,1,0.3829,0.5969,0.0203,3570548,0.5831,0.4169,0.0626,0.3125,0.0232,0.021,0.0012,
