ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",818893,0.1199,0.4353,0.5461,0.0186,641390,0.7099,0.2901,0.0682,0.1727,0.028,0.0192,0.0019,
"2",721829,-0.0128,0.416,0.5659,0.0181,556839,0.6563,0.3437,0.0587,0.2393,0.0268,0.0219,0.0018,
"3",706785,-0.0334,0.303,0.6812,0.0158,557631,0.7407,0.2593,0.0486,0.1739,0.0148,0.021,0.001,
"4",760233,0.0397,0.3712,0.6093,0.0194,587921,0.6806,0.3194,0.0864,0.1835,0.0309,0.02,0.0014,
"5",736286,0.007,0.4086,0.5756,0.0158,567369,0.6553,0.3447,0.0461,0.2571,0.0214,0.021,0.0012,
"6",646463,-0.1159,0.6739,0.3148,0.0113,517064,0.3958,0.6042,0.0522,0.5245,0.0179,0.0159,0.0017,
"7",727936,-0.0045,0.4028,0.5859,0.0113,586246,0.6714,0.3286,0.0403,0.2537,0.014,0.02,0.0012,
"",5118425,1,0.426,0.5581,0.0159,4014460,0.6486,0.3514,0.0576,0.2528,0.0221,0.0199,0.0015,
