ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",954891,0.0384,0.2949,0.6665,0.0386,719286,0.827,0.173,0.0973,0.0094,0.0219,0.0353,0.004,
"2",884215,-0.0384,0.3564,0.5934,0.0502,657114,0.8014,0.1986,0.1244,0.0141,0.0253,0.0307,0.0043,
"",1839106,1,0.3238,0.6322,0.044,1376400,0.8148,0.1852,0.1102,0.0117,0.0235,0.0331,0.0042,
