ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",705218,-0.0914,0.6165,0.329,0.0545,544381,0.3169,0.6831,0.4054,0.1493,0.1145,0.0317,0.014,
"2",758078,-0.0233,0.4099,0.5329,0.0573,596222,0.6665,0.3335,0.1986,0.0279,0.0607,0.0445,0.0091,
"3",856312,0.1033,0.4813,0.4729,0.0458,676117,0.537,0.463,0.1622,0.0932,0.1857,0.023,0.0193,
"4",785006,0.0114,0.5012,0.4466,0.0523,596606,0.457,0.543,0.2692,0.1707,0.0825,0.0314,0.0147,
"",3104614,1,0.4877,0.4601,0.0522,2413326,0.4996,0.5004,0.2525,0.1089,0.1133,0.0324,0.0144,
