ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",697737,0.013,0.4414,0.5306,0.028,568352,0.891,0.109,0.0349,0.0204,0.0294,0.0163,0.0011,
"2",679792,-0.013,0.4627,0.5085,0.0288,552328,0.886,0.114,0.0361,0.0185,0.031,0.0182,0.0011,
"",1377529,1,0.4519,0.5197,0.0284,1120680,0.8885,0.1115,0.0355,0.0194,0.0302,0.0172,0.0011,
