ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",780180,-0.0218,0.4577,0.5089,0.0334,602331,0.8748,0.1252,0.0366,0.049,0.0191,0.0151,0.0032,
"2",785353,-0.0153,0.4635,0.5042,0.0323,608405,0.8512,0.1488,0.0515,0.0486,0.0277,0.0163,0.0016,
"3",858974,0.077,0.4677,0.4988,0.0335,647737,0.8267,0.1733,0.0639,0.049,0.0394,0.0164,0.0014,
"4",765862,-0.0398,0.3476,0.6229,0.0295,591630,0.8678,0.1322,0.0664,0.0225,0.0238,0.0153,0.0047,
"",3190369,1,0.4353,0.5324,0.0322,2450103,0.8546,0.1454,0.0547,0.0425,0.0277,0.0158,0.0027,
