ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",729831,0.003,0.6643,0.3064,0.0293,588445,0.1619,0.8381,0.0662,0.0313,0.68,0.0188,0.1791,
"2",725440,-0.003,0.6543,0.3069,0.0388,567460,0.3178,0.6822,0.0954,0.0239,0.4343,0.0301,0.2803,
"",1455271,1,0.6592,0.3066,0.0342,1155905,0.2384,0.7616,0.0805,0.0277,0.5593,0.0243,0.2288,
