snapshot_date,source_id,category,publication,race_id,chamber,state,district,quantity,value,unit,captured_at,raw_sha256,raw_path,provenance
2026-02-22,kalshi,market,individual,NATL_HOUSE_2026,national,,,seats_D,233.74,seats,,,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/kalshi/2026-02-22/markets-KXDHOUSESEATS.json,archival
2026-02-22,kalshi,market,individual,NATL_HOUSE_2026,national,,,win_prob_D,0.86,prob,,,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/kalshi/2026-02-22/markets-KXDHOUSESEATS.json,archival
2026-02-22,kalshi,market,individual,NATL_SENATE_2026,national,,,seats_D,49.69,seats,,,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/kalshi/2026-02-22/markets-KXDSENATESEATS.json,archival
2026-02-22,kalshi,market,individual,NATL_SENATE_2026,national,,,win_prob_D,0.3871,prob,,,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/kalshi/2026-02-22/markets-KXDSENATESEATS.json,archival
2026-02-22,kalshi,market,individual,NATL_HOUSE_2026,national,,,margin_D,7.6564,pct,,,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/kalshi/2026-02-22/markets-KXHOUSEPOPVOTEMARGIN.json,archival
2026-02-22,polymarket,market,individual,NATL_HOUSE_2026,national,,,margin_D,4.8523,pct,,,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/polymarket/2026-02-22/event-2026-midterms-house-popular-vote-margin-of-victory-224.json,archival
2026-02-22,ddhq,polling,aggregate_only,NATL_HOUSE_2026,national,,,margin_D,4.2,pct,2026-08-23T03:00:09.443414+00:00,,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/wikipedia/2026-02-22/current-2026-United-States-House-of-Representatives-elections.json,archival
2026-02-22,fiftyplusone,polling,private,NATL_HOUSE_2026,national,,,margin_D,4.7,pct,2026-08-23T03:00:09.443414+00:00,,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/wikipedia/2026-02-22/current-2026-United-States-House-of-Representatives-elections.json,archival
2026-02-22,rcp,polling,aggregate_only,NATL_HOUSE_2026,national,,,margin_D,4.8,pct,2026-08-23T03:00:09.443414+00:00,,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/wikipedia/2026-02-22/current-2026-United-States-House-of-Representatives-elections.json,archival
2026-02-22,silver_bulletin,polling,aggregate_only,NATL_HOUSE_2026,national,,,margin_D,5.4,pct,2026-08-23T03:00:09.443414+00:00,,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/wikipedia/2026-02-22/current-2026-United-States-House-of-Representatives-elections.json,archival
2026-02-22,votehub,polling,private,NATL_HOUSE_2026,national,,,margin_D,5.5,pct,2026-08-23T03:00:09.443414+00:00,,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/wikipedia/2026-02-22/current-2026-United-States-House-of-Representatives-elections.json,archival
2026-02-22,race_to_the_wh,professional,aggregate_only,NATL_SENATE_2026,national,,,seats_D,50.1,seats,2026-08-25T12:24:06.829367+00:00,d9d47feecf133ce4492745f6c3407131f53e5aa06a2ee7d4ef152ec00cc0d8da,/Users/cantstopkevin/Library/CloudStorage/Dropbox/Claude/website/KD-website/forecast/data/2026/raw/race_to_the_wh/2026-08-25/live__26-Sen---Publish-Trend---Nat__eb6a9fd7.json,archival
