year,cycle,chamber,state,district,special,runoff,candidate,party,party_raw,candidate_key,surname_key,n_party_lines,fusion,votes,totalvotes,share,writein,votes_unreliable,won,n_candidates,uncontested,margin_D,two_party_D,race_margin
2006,2006,house,TX,23,False,False,CIRO D RODRIGUEZ,DEMOCRAT,DEMOCRAT,ciro d rodriguez,rodriguez c,1,False,38256.0,70473.0,54.28461964156485,False,False,True,2,False,8.56923928312971,54.28461964156485,8.56923928312971
2006,2006,house,TX,23,True,False,CIRO D RODRIGUEZ,DEMOCRAT,DEMOCRAT,ciro d rodriguez,rodriguez c,1,False,24594.0,123799.0,19.866073231609302,False,False,False,8,False,-41.97407070981137,29.012964645094314,28.740942980153314
2006,2006,house,TX,23,True,False,CRAIG T STEPHENS,OTHER,INDEPENDENT,craig t stephens,stephens c,1,False,3341.0,123799.0,2.6987293919983197,False,False,False,8,False,-41.97407070981137,29.012964645094314,28.740942980153314
2006,2006,house,TX,23,True,False,HENRY BONILLA,REPUBLICAN,REPUBLICAN,henry bonilla,bonilla h,1,False,60175.0,123799.0,48.60701621176261,False,False,True,8,False,-41.97407070981137,29.012964645094314,28.740942980153314
2006,2006,house,TX,23,False,False,HENRY BONILLA,REPUBLICAN,REPUBLICAN,henry bonilla,bonilla h,1,False,32217.0,70473.0,45.71538035843515,False,False,False,2,False,8.56923928312971,54.28461964156485,8.56923928312971
2006,2006,house,TX,23,True,False,LUKIN GILLILAND,DEMOCRAT,DEMOCRAT,lukin gilliland,gilliland l,1,False,13728.0,123799.0,11.08894256011761,False,False,False,8,False,-41.97407070981137,29.012964645094314,28.740942980153314
2006,2006,house,TX,23,True,False,RICK BOLANOS,DEMOCRAT,DEMOCRAT,rick bolanos,bolanos r,1,False,2564.0,123799.0,2.0710991203483067,False,False,False,8,False,-41.97407070981137,29.012964645094314,28.740942980153314
2006,2006,house,TX,24,False,False,GARY R PAGE,DEMOCRAT,DEMOCRAT,gary r page,page g,1,False,52075.0,140138.0,37.15979962608286,False,False,False,3,False,-23.3684055625046,38.3157972187477,22.663374673536087
2006,2006,house,TX,24,False,False,KENNY MARCHANT,REPUBLICAN,REPUBLICAN,kenny marchant,marchant k,1,False,83835.0,140138.0,59.82317429961895,False,False,True,3,False,-23.3684055625046,38.3157972187477,22.663374673536087
2006,2006,house,TX,24,False,False,MARK FROHMAN,OTHER,LIBERTARIAN,mark frohman,frohman m,1,False,4228.0,140138.0,3.0170260742981916,False,False,False,3,False,-23.3684055625046,38.3157972187477,22.663374673536087
2006,2006,house,TX,25,True,False,BARBARA CUNNINGHAM,OTHER,LIBERTARIAN,barbara cunningham,cunningham b,1,False,6942.0,163424.0,4.2478460935970235,False,False,False,4,False,43.78164122287195,71.89082061143597,40.958488349324455
2006,2006,house,TX,25,True,False,BRIAN PARRETT,OTHER,INDEPENDENT,brian parrett,parrett b,1,False,3596.0,163424.0,2.2004112003132956,False,False,False,4,False,43.78164122287195,71.89082061143597,40.958488349324455
2006,2006,house,TX,25,True,False,GRANT ROSTIG,REPUBLICAN,REPUBLICAN,grant rostig,rostig g,1,False,42975.0,163424.0,26.29662717838261,False,False,False,4,False,43.78164122287195,71.89082061143597,40.958488349324455
2006,2006,house,TX,25,True,False,LLOYD DOGGETT,DEMOCRAT,DEMOCRAT,lloyd doggett,doggett l,1,False,109911.0,163424.0,67.25511552770706,False,False,True,4,False,43.78164122287195,71.89082061143597,40.958488349324455
2006,2006,house,TX,26,False,False,MICHAEL C BURGESS,REPUBLICAN,REPUBLICAN,michael c burgess,burgess m,1,False,94219.0,156483.0,60.21037428985896,False,False,True,3,False,-23.574004852777232,38.21299757361138,22.972463462484743
2006,2006,house,TX,26,False,False,RICH HAAS,OTHER,LIBERTARIAN,rich haas,haas r,1,False,3993.0,156483.0,2.551714882766818,False,False,False,3,False,-23.574004852777232,38.21299757361138,22.972463462484743
2006,2006,house,TX,26,False,False,TIM BARNWELL,DEMOCRAT,DEMOCRAT,tim barnwell,barnwell t,1,False,58271.0,156483.0,37.23791082737422,False,False,False,3,False,-23.574004852777232,38.21299757361138,22.972463462484743
2006,2006,house,TX,27,False,False,ROBERT POWELL,OTHER,LIBERTARIAN,robert powell,powell r,1,False,4718.0,109314.0,4.316007098816254,False,False,False,3,False,18.662281540403075,59.331140770201536,17.856816144318202
2006,2006,house,TX,27,False,False,SOLOMON P ORTIZ,DEMOCRAT,DEMOCRAT,solomon p ortiz,ortiz s,1,False,62058.0,109314.0,56.77040452275097,False,False,True,3,False,18.662281540403075,59.331140770201536,17.856816144318202
2006,2006,house,TX,27,False,False,"WM ""WILLIE"" VADEN",REPUBLICAN,REPUBLICAN,wm vaden,vaden w,1,False,42538.0,109314.0,38.91358837843277,False,False,False,3,False,18.662281540403075,59.331140770201536,17.856816144318202
2006,2006,house,TX,28,True,False,FRANK ENRIQUEZ,DEMOCRAT,DEMOCRAT,frank enriquez,enriquez f,1,False,15798.0,77755.0,20.317664458877243,False,False,False,3,True,,,47.29727991769018
2006,2006,house,TX,28,True,False,HENRY CUELLAR,DEMOCRAT,DEMOCRAT,henry cuellar,cuellar h,1,False,52574.0,77755.0,67.61494437656742,False,False,True,3,True,,,47.29727991769018
2006,2006,house,TX,28,True,False,RON AVERY,OTHER,CONSERVATIVE,ron avery,avery r,1,False,9383.0,77755.0,12.067391164555334,False,False,False,3,True,,,47.29727991769018
2006,2006,house,TX,29,False,False,CLIFFORD LEE MESSINA,OTHER,LIBERTARIAN,clifford lee messina,messina c,1,False,1029.0,50550.0,2.035608308605341,False,False,False,3,False,50.13428646432826,75.06714323216413,49.1137487636004
2006,2006,house,TX,29,False,False,ERIC STORY,REPUBLICAN,REPUBLICAN,eric story,story e,1,False,12347.0,50550.0,24.42532146389713,False,False,False,3,False,50.13428646432826,75.06714323216413,49.1137487636004
2006,2006,house,TX,29,False,False,GENE GREEN,DEMOCRAT,DEMOCRAT,gene green,green g,1,False,37174.0,50550.0,73.53907022749753,False,False,True,3,False,50.13428646432826,75.06714323216413,49.1137487636004
2006,2006,house,TX,30,False,False,EDDIE BERNICE JOHNSON,DEMOCRAT,DEMOCRAT,eddie bernice johnson,johnson e,1,False,81348.0,101448.0,80.18689377809321,False,False,True,3,False,64.01137119699995,82.00568559849997,62.591672581026735
2006,2006,house,TX,30,False,False,KEN ASHBY,OTHER,LIBERTARIAN,ken ashby,ashby k,1,False,2250.0,101448.0,2.2178850248403124,False,False,False,3,False,64.01137119699995,82.00568559849997,62.591672581026735
2006,2006,house,TX,30,False,False,WILSON AURBACH,REPUBLICAN,REPUBLICAN,wilson aurbach,aurbach w,1,False,17850.0,101448.0,17.59522119706648,False,False,False,3,False,64.01137119699995,82.00568559849997,62.591672581026735
2006,2006,house,TX,31,False,False,JOHN R CARTER,REPUBLICAN,REPUBLICAN,john r carter,carter j,1,False,90869.0,155383.0,58.48065747218164,False,False,True,3,False,-20.22730580436882,39.88634709781559,19.677828333858915
2006,2006,house,TX,31,False,False,MARY BETH HARRELL,DEMOCRAT,DEMOCRAT,mary beth harrell,harrell m,1,False,60293.0,155383.0,38.80282913832273,False,False,False,3,False,-20.22730580436882,39.88634709781559,19.677828333858915
2006,2006,house,TX,31,False,False,MATT MCADOO,OTHER,LIBERTARIAN,matt mcadoo,mcadoo m,1,False,4221.0,155383.0,2.7165133894956335,False,False,False,3,False,-20.22730580436882,39.88634709781559,19.677828333858915
2006,2006,house,TX,32,False,False,JOHN B HAWLEY,OTHER,LIBERTARIAN,john b hawley,hawley j,1,False,2922.0,126652.0,2.307109244228279,False,False,False,3,False,-15.511193728279318,42.24440313586034,15.15333354388403
2006,2006,house,TX,32,False,False,PETE SESSIONS,REPUBLICAN,REPUBLICAN,pete sessions,sessions p,1,False,71461.0,126652.0,56.42311214982787,False,False,True,3,False,-15.511193728279318,42.24440313586034,15.15333354388403
2006,2006,house,TX,32,False,False,WILL PRYOR,DEMOCRAT,DEMOCRAT,will pryor,pryor w,1,False,52269.0,126652.0,41.26977860594385,False,False,False,3,False,-15.511193728279318,42.24440313586034,15.15333354388403
2006,2006,house,UT,01,False,False,LYNN BADLER,OTHER,LIBERTARIAN,lynn badler,badler l,1,False,2467.0,178474.0,1.38227416878649,False,False,False,4,False,-32.04355069573175,33.978224652134124,30.606138709279783
2006,2006,house,UT,01,False,False,MARK HUDSON,OTHER,CONSTITUTION,mark hudson,hudson m,1,False,5539.0,178474.0,3.103533287761803,False,False,False,4,False,-32.04355069573175,33.978224652134124,30.606138709279783
2006,2006,house,UT,01,False,False,ROB BISHOP,REPUBLICAN,REPUBLICAN,rob bishop,bishop r,1,False,112546.0,178474.0,63.060165626365745,False,False,True,4,False,-32.04355069573175,33.978224652134124,30.606138709279783
2006,2006,house,UT,01,False,False,STEVEN OLSEN,DEMOCRAT,DEMOCRAT,steven olsen,olsen s,1,False,57922.0,178474.0,32.45402691708596,False,False,False,4,False,-32.04355069573175,33.978224652134124,30.606138709279783
2006,2006,house,UT,02,False,False,AUSTIN SHERWOOD LETT,OTHER,LIBERTARIAN,austin sherwood lett,lett a,1,False,1620.0,225818.0,0.717391881958037,False,False,False,5,False,22.53098199710298,61.26549099855149,21.69756175327033
2006,2006,house,UT,02,False,False,BOB BRISTER,OTHER,GREEN,bob brister,brister b,1,False,3338.0,225818.0,1.478181544429585,False,False,False,5,False,22.53098199710298,61.26549099855149,21.69756175327033
2006,2006,house,UT,02,False,False,JIM MATHESON,DEMOCRAT,DEMOCRAT,jim matheson,matheson j,1,False,133231.0,225818.0,58.999282608118044,False,False,True,5,False,22.53098199710298,61.26549099855149,21.69756175327033
2006,2006,house,UT,02,False,False,LAVAR CHRISTENSEN,REPUBLICAN,REPUBLICAN,lavar christensen,christensen l,1,False,84234.0,225818.0,37.30172085484771,False,False,False,5,False,22.53098199710298,61.26549099855149,21.69756175327033
2006,2006,house,UT,02,False,False,W DAVID PERRY,OTHER,CONSTITUTION,w david perry,perry w,1,False,3395.0,225818.0,1.503423110646627,False,False,False,5,False,22.53098199710298,61.26549099855149,21.69756175327033
2006,2006,house,UT,03,False,False,CHRIS CANNON,REPUBLICAN,REPUBLICAN,chris cannon,cannon c,1,False,95455.0,165398.0,57.71230607383402,False,False,True,4,False,-28.312665927344828,35.84366703632759,25.46886903106446
2006,2006,house,UT,03,False,False,CHRISTIAN BURRIDGE,DEMOCRAT,DEMOCRAT,christian burridge,burridge c,1,False,53330.0,165398.0,32.243437042769564,False,False,False,4,False,-28.312665927344828,35.84366703632759,25.46886903106446
2006,2006,house,UT,03,False,False,JIM NOORLANDER,OTHER,CONSTITUTION,jim noorlander,noorlander j,1,False,14533.0,165398.0,8.786684240438216,False,False,False,4,False,-28.312665927344828,35.84366703632759,25.46886903106446
2006,2006,house,UT,03,False,False,PHILIP LEAR HALLMAN,OTHER,LIBERTARIAN,philip lear hallman,hallman p,1,False,2080.0,165398.0,1.2575726429581977,False,False,False,4,False,-28.312665927344828,35.84366703632759,25.46886903106446
2006,2006,house,VT,00,False,False,BRUCE R MARSHALL,OTHER,GREEN,bruce r marshall,marshall b,1,False,994.0,262726.0,0.3783409331394685,False,False,False,9,False,8.874076265973104,54.43703813298655,8.675197734521896
2006,2006,house,VT,00,False,False,CHRIS KARR,OTHER,WE THE PEOPLE,chris karr,karr c,1,False,599.0,262726.0,0.22799418405487085,False,False,False,9,False,8.874076265973104,54.43703813298655,8.675197734521896
2006,2006,house,VT,00,False,False,DENNIS MORRISSEAU,OTHER,IMPEACH BUSH NOW,dennis morrisseau,morrisseau d,1,False,1390.0,262726.0,0.5290683069052929,False,False,False,9,False,8.874076265973104,54.43703813298655,8.675197734521896
2006,2006,house,VT,00,False,False,JANE NEWTON,OTHER,LIBERTY UNION,jane newton,newton j,1,False,721.0,262726.0,0.27443039516454404,False,False,False,9,False,8.874076265973104,54.43703813298655,8.675197734521896
2006,2006,house,VT,00,False,False,JERRY TRUDELL,OTHER,INDEPENDENT,jerry trudell,trudell j,1,False,1013.0,262726.0,0.3855728020827783,False,False,False,9,False,8.874076265973104,54.43703813298655,8.675197734521896
2006,2006,house,VT,00,False,False,KEITH STERN,OTHER,INDEPENDENT,keith stern,stern k,1,False,963.0,262726.0,0.3665415680214368,False,False,False,9,False,8.874076265973104,54.43703813298655,8.675197734521896
2006,2006,house,VT,00,False,False,MARTHA RAINVILLE,REPUBLICAN,REPUBLICAN,martha rainville,rainville m,1,False,117023.0,262726.0,44.54184207120726,False,False,False,9,False,8.874076265973104,54.43703813298655,8.675197734521896
2006,2006,house,VT,00,False,False,PETER WELCH,DEMOCRAT,DEMOCRAT,peter welch,welch p,1,False,139815.0,262726.0,53.217039805729165,False,False,True,9,False,8.874076265973104,54.43703813298655,8.675197734521896
2006,2006,house,VT,00,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,208.0,262726.0,0.07916993369518054,True,False,False,9,False,8.874076265973104,54.43703813298655,8.675197734521896
2006,2006,house,VA,01,False,False,JO ANN DAVIS,REPUBLICAN,REPUBLICAN,jo ann davis,davis j,1,False,143889.0,228534.0,62.961747486150855,False,False,True,4,False,-27.91725192468396,36.04137403765802,27.48212519800117
2006,2006,house,VA,01,False,False,MARVIN F PIXTON III,OTHER,INDEPENDENT,marvin f pixton,pixton m,1,False,3236.0,228534.0,1.4159818670307263,False,False,False,4,False,-27.91725192468396,36.04137403765802,27.48212519800117
2006,2006,house,VA,01,False,False,SHAWN M O'DONNELL,DEMOCRAT,DEMOCRAT,shawn m o donnell,donnell s,1,False,81083.0,228534.0,35.479622288149685,False,False,False,4,False,-27.91725192468396,36.04137403765802,27.48212519800117
2006,2006,house,VA,01,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,326.0,228534.0,0.14264835866873202,True,False,False,4,False,-27.91725192468396,36.04137403765802,27.48212519800117
2006,2006,house,VA,02,False,False,PHILIP J KELLAM,DEMOCRAT,DEMOCRAT,philip j kellam,kellam p,1,False,83901.0,173159.0,48.453155770130344,False,False,False,3,False,-2.823752881085025,48.588123559457486,2.815909077784002
2006,2006,house,VA,02,False,False,THELMA D DRAKE,REPUBLICAN,REPUBLICAN,thelma d drake,drake t,1,False,88777.0,173159.0,51.26906484791434,False,False,True,3,False,-2.823752881085025,48.588123559457486,2.815909077784002
2006,2006,house,VA,02,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,481.0,173159.0,0.27777938195531277,True,False,False,3,False,-2.823752881085025,48.588123559457486,2.815909077784002
2006,2006,house,VA,03,False,False,ROBERT C SCOTT,DEMOCRAT,DEMOCRAT,robert c scott,scott r,1,False,133546.0,138994.0,96.08040634847548,False,False,True,2,True,,,92.16081269695094
2006,2006,house,VA,03,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,5448.0,138994.0,3.919593651524526,True,False,False,2,True,,,92.16081269695094
2006,2006,house,VA,04,False,False,ALBERT P BURCKARD JR,OTHER,INDEPENDENT GREEN,albert p burckard,burckard a,1,False,46487.0,198340.0,23.438035696279115,False,False,False,3,True,,,52.67722093375013
2006,2006,house,VA,04,False,False,J RANDY FORBES,REPUBLICAN,REPUBLICAN,j randy forbes,forbes j,1,False,150967.0,198340.0,76.11525663002924,False,False,True,3,True,,,52.67722093375013
2006,2006,house,VA,04,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,886.0,198340.0,0.4467076736916406,True,False,False,3,True,,,52.67722093375013
2006,2006,house,VA,05,False,False,AL C WEED II,DEMOCRAT,DEMOCRAT,al c weed,weed a,1,False,84682.0,212079.0,39.9294602483037,False,False,False,4,False,-19.37044160493592,40.31477919753204,19.185303589700066
2006,2006,house,VA,05,False,False,JOSEPH P ODDO,OTHER,INDEPENDENT GREEN,joseph p oddo,oddo j,1,False,1928.0,212079.0,0.9090951956582217,False,False,False,4,False,-19.37044160493592,40.31477919753204,19.185303589700066
2006,2006,house,VA,05,False,False,VIRGIL H GOODE JR,REPUBLICAN,REPUBLICAN,virgil h goode,goode v,1,False,125370.0,212079.0,59.11476383800376,False,False,True,4,False,-19.37044160493592,40.31477919753204,19.185303589700066
2006,2006,house,VA,05,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,99.0,212079.0,0.0466807180343174,True,False,False,4,False,-19.37044160493592,40.31477919753204,19.185303589700066
2006,2006,house,VA,06,False,False,ANDRE D PEERY,OTHER,INDEPENDENT,andre d peery,peery a,1,False,24731.0,203995.0,12.123336356283243,False,False,False,4,True,,,62.77506801637295
2006,2006,house,VA,06,False,False,BARBARA JEAN PRYOR,OTHER,INDEPENDENT,barbara jean pryor,pryor b,1,False,25129.0,203995.0,12.31843917743082,False,False,False,4,True,,,62.77506801637295
2006,2006,house,VA,06,False,False,BOB GOODLATTE,REPUBLICAN,REPUBLICAN,bob goodlatte,goodlatte b,1,False,153187.0,203995.0,75.09350719380377,False,False,True,4,True,,,62.77506801637295
2006,2006,house,VA,06,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,948.0,203995.0,0.46471727248216865,True,False,False,4,True,,,62.77506801637295
2006,2006,house,VA,07,False,False,ERIC CANTOR,REPUBLICAN,REPUBLICAN,eric cantor,cantor e,1,False,163706.0,256397.0,63.848640974738395,False,False,True,4,False,-29.970783448188257,35.01460827590587,29.446522385207317
2006,2006,house,VA,07,False,False,JAMES M NACHMAN,DEMOCRAT,DEMOCRAT,james m nachman,nachman j,1,False,88206.0,256397.0,34.40211858953108,False,False,False,4,False,-29.970783448188257,35.01460827590587,29.446522385207317
2006,2006,house,VA,07,False,False,W BRAD BLANTON,OTHER,INDEPENDENT,w brad blanton,blanton w,1,False,4213.0,256397.0,1.6431549511109724,False,False,False,4,False,-29.970783448188257,35.01460827590587,29.446522385207317
2006,2006,house,VA,07,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,272.0,256397.0,0.10608548461955483,True,False,False,4,False,-29.970783448188257,35.01460827590587,29.446522385207317
2006,2006,house,VA,08,False,False,JAMES P MORAN,DEMOCRAT,DEMOCRAT,james p moran,moran j,1,False,144700.0,217909.0,66.40386583390314,False,False,True,4,False,36.936391295501544,68.46819564775078,35.822751699103755
2006,2006,house,VA,08,False,False,"JAMES T ""JIM"" HURYSZ",OTHER,INDEPENDENT,james t hurysz,hurysz j,1,False,6094.0,217909.0,2.796580223854912,False,False,False,4,False,36.936391295501544,68.46819564775078,35.822751699103755
2006,2006,house,VA,08,False,False,TOM M O'DONOGHUE,REPUBLICAN,REPUBLICAN,tom m o donoghue,donoghue t,1,False,66639.0,217909.0,30.58111413479939,False,False,False,4,False,36.936391295501544,68.46819564775078,35.822751699103755
2006,2006,house,VA,08,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,476.0,217909.0,0.21843980744255628,True,False,False,4,False,36.936391295501544,68.46819564775078,35.822751699103755
2006,2006,house,VA,09,False,False,"C W ""BILL"" CARRICO",REPUBLICAN,REPUBLICAN,c w carrico,carrico c,1,False,61574.0,191415.0,32.1678029412533,False,False,False,3,False,35.618651289477675,67.80932564473883,35.59334430426038
2006,2006,house,VA,09,False,False,RICK BOUCHER,DEMOCRAT,DEMOCRAT,rick boucher,boucher r,1,False,129705.0,191415.0,67.76114724551367,False,False,True,3,False,35.618651289477675,67.80932564473883,35.59334430426038
2006,2006,house,VA,09,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,136.0,191415.0,0.07104981323302771,True,False,False,3,False,35.618651289477675,67.80932564473883,35.59334430426038
2006,2006,house,VA,10,False,False,FRANK R WOLF,REPUBLICAN,REPUBLICAN,frank r wolf,wolf f,1,False,138213.0,241134.0,57.31792281470054,False,False,True,5,False,-16.644302098893586,41.677848950553205,16.357709821095323
2006,2006,house,VA,10,False,False,JUDY M FEDER,DEMOCRAT,DEMOCRAT,judy m feder,feder j,1,False,98769.0,241134.0,40.96021299360522,False,False,False,5,False,-16.644302098893586,41.677848950553205,16.357709821095323
2006,2006,house,VA,10,False,False,NEERAJ C NIGAM,OTHER,INDEPENDENT,neeraj c nigam,nigam n,1,False,1851.0,241134.0,0.7676229814128244,False,False,False,5,False,-16.644302098893586,41.677848950553205,16.357709821095323
2006,2006,house,VA,10,False,False,WILBUR N WOOD III,OTHER,LIBERTARIAN,wilbur n wood,wood w,1,False,2107.0,241134.0,0.8737880182802923,False,False,False,5,False,-16.644302098893586,41.677848950553205,16.357709821095323
2006,2006,house,VA,10,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,194.0,241134.0,0.08045319200112801,True,False,False,5,False,-16.644302098893586,41.677848950553205,16.357709821095323
2006,2006,house,VA,11,False,False,ANDREW L HURST,DEMOCRAT,DEMOCRAT,andrew l hurst,hurst a,1,False,102511.0,235280.0,43.56978918735124,False,False,False,4,False,-11.999793972847337,44.00010301357633,11.882437946276777
2006,2006,house,VA,11,False,False,FERDINANDO C GRECO,OTHER,INDEPENDENT GREEN,ferdinando c greco,greco f,1,False,2042.0,235280.0,0.8679020741244474,False,False,False,4,False,-11.999793972847337,44.00010301357633,11.882437946276777
2006,2006,house,VA,11,False,False,TOM DAVIS,REPUBLICAN,REPUBLICAN,tom davis,davis t,1,False,130468.0,235280.0,55.452227133628014,False,False,True,4,False,-11.999793972847337,44.00010301357633,11.882437946276777
2006,2006,house,VA,11,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,259.0,235280.0,0.11008160489629377,True,False,False,4,False,-11.999793972847337,44.00010301357633,11.882437946276777
2006,2006,house,WA,01,False,False,JAY INSLEE,DEMOCRAT,DEMOCRAT,jay inslee,inslee j,1,False,163832.0,241937.0,67.71680230803887,False,False,True,2,False,35.43360461607774,67.71680230803887,35.43360461607774
2006,2006,house,WA,01,False,False,LARRY W ISHMAEL,REPUBLICAN,REPUBLICAN,larry w ishmael,ishmael l,1,False,78105.0,241937.0,32.28319769196113,False,False,False,2,False,35.43360461607774,67.71680230803887,35.43360461607774
2006,2006,house,WA,02,False,False,DOUG ROULSTONE,REPUBLICAN,REPUBLICAN,doug roulstone,roulstone d,1,False,87730.0,244794.0,35.838296690278355,False,False,False,2,False,28.323406619443286,64.16170330972164,28.323406619443286
2006,2006,house,WA,02,False,False,RICK LARSEN,DEMOCRAT,DEMOCRAT,rick larsen,larsen r,1,False,157064.0,244794.0,64.16170330972164,False,False,True,2,False,28.323406619443286,64.16170330972164,28.323406619443286
2006,2006,house,WA,03,False,False,BRIAN BAIRD,DEMOCRAT,DEMOCRAT,brian baird,baird b,1,False,147065.0,232980.0,63.12344407245257,False,False,True,2,False,26.246888144905142,63.12344407245257,26.246888144905142
2006,2006,house,WA,03,False,False,MICHAEL MESSMORE,REPUBLICAN,REPUBLICAN,michael messmore,messmore m,1,False,85915.0,232980.0,36.87655592754743,False,False,False,2,False,26.246888144905142,63.12344407245257,26.246888144905142
2006,2006,house,WA,04,False,False,DOC HASTINGS,REPUBLICAN,REPUBLICAN,doc hastings,hastings d,1,False,115246.0,192300.0,59.93031721268851,False,False,True,2,False,-19.860634425377015,40.06968278731149,19.860634425377015
2006,2006,house,WA,04,False,False,RICHARD WRIGHT,DEMOCRAT,DEMOCRAT,richard wright,wright r,1,False,77054.0,192300.0,40.06968278731149,False,False,False,2,False,-19.860634425377015,40.06968278731149,19.860634425377015
2006,2006,house,WA,05,False,False,CATHY MCMORRIS,REPUBLICAN,REPUBLICAN,cathy mcmorris,mcmorris c,1,False,134967.0,239324.0,56.39509618759506,False,False,True,2,False,-12.790192375190118,43.60490381240494,12.790192375190118
2006,2006,house,WA,05,False,False,PETER J GOLDMARK,DEMOCRAT,DEMOCRAT,peter j goldmark,goldmark p,1,False,104357.0,239324.0,43.60490381240494,False,False,False,2,False,-12.790192375190118,43.60490381240494,12.790192375190118
2006,2006,house,WA,06,False,False,DOUG CLOUD,REPUBLICAN,REPUBLICAN,doug cloud,cloud d,1,False,65883.0,224085.0,29.400896981056295,False,False,False,2,False,41.19820603788741,70.59910301894371,41.19820603788741
2006,2006,house,WA,06,False,False,NORMAN D DICKS,DEMOCRAT,DEMOCRAT,norman d dicks,dicks n,1,False,158202.0,224085.0,70.59910301894371,False,False,True,2,False,41.19820603788741,70.59910301894371,41.19820603788741
2006,2006,house,WA,07,False,False,JIM MCDERMOTT,DEMOCRAT,DEMOCRAT,jim mcdermott,mcdermott j,1,False,195462.0,246133.0,79.41316280222482,False,False,True,3,False,66.93526691348852,83.46763345674425,63.683861977061184
2006,2006,house,WA,07,False,False,LINNEA S NOREEN,OTHER,INDEPENDENT,linnea s noreen,noreen l,1,False,11956.0,246133.0,4.8575363726115555,False,False,False,3,False,66.93526691348852,83.46763345674425,63.683861977061184
2006,2006,house,WA,07,False,False,STEVE BEREN,REPUBLICAN,REPUBLICAN,steve beren,beren s,1,False,38715.0,246133.0,15.729300825163632,False,False,False,3,False,66.93526691348852,83.46763345674425,63.683861977061184
2006,2006,house,WA,08,False,False,DARCY BURNER,DEMOCRAT,DEMOCRAT,darcy burner,burner d,1,False,122021.0,251383.0,48.539877398232974,False,False,False,2,False,-2.9202452035340496,48.539877398232974,2.9202452035340496
2006,2006,house,WA,08,False,False,DAVID G REICHERT,REPUBLICAN,REPUBLICAN,david g reichert,reichert d,1,False,129362.0,251383.0,51.460122601767026,False,False,True,2,False,-2.9202452035340496,48.539877398232974,2.9202452035340496
2006,2006,house,WA,09,False,False,ADAM SMITH,DEMOCRAT,DEMOCRAT,adam smith,smith a,1,False,119038.0,181120.0,65.72327738515901,False,False,True,2,False,31.44655477031802,65.72327738515901,31.44655477031802
2006,2006,house,WA,09,False,False,STEVEN C COFCHIN,REPUBLICAN,REPUBLICAN,steven c cofchin,cofchin s,1,False,62082.0,181120.0,34.27672261484099,False,False,False,2,False,31.44655477031802,65.72327738515901,31.44655477031802
2006,2006,house,WV,01,False,False,ALAN B MOLLOHAN,DEMOCRAT,DEMOCRAT,alan b mollohan,mollohan a,1,False,100939.0,157000.0,64.29235668789809,False,False,True,3,False,28.66502657709908,64.33251328854953,28.647133757961782
2006,2006,house,WV,01,False,False,CHRIS WAKIM,REPUBLICAN,REPUBLICAN,chris wakim,wakim c,1,False,55963.0,157000.0,35.6452229299363,False,False,False,3,False,28.66502657709908,64.33251328854953,28.647133757961782
2006,2006,house,WV,01,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,98.0,157000.0,0.062420382165605096,True,False,False,3,False,28.66502657709908,64.33251328854953,28.647133757961782
2006,2006,house,WV,02,False,False,MIKE CALLAGHAN,DEMOCRAT,DEMOCRAT,mike callaghan,callaghan m,1,False,70470.0,164580.0,42.818082391542106,False,False,False,2,False,-14.363835216915785,42.818082391542106,14.363835216915785
2006,2006,house,WV,02,False,False,SHELLEY MOORE CAPITO,REPUBLICAN,REPUBLICAN,shelley moore capito,capito s,1,False,94110.0,164580.0,57.181917608457894,False,False,True,2,False,-14.363835216915785,42.818082391542106,14.363835216915785
2006,2006,house,WV,03,False,False,KIM WOLFE,REPUBLICAN,REPUBLICAN,kim wolfe,wolfe k,1,False,40820.0,133233.0,30.63805513649021,False,False,False,2,False,38.72388972701958,69.36194486350979,38.72388972701958
2006,2006,house,WV,03,False,False,NICK J RAHALL II,DEMOCRAT,DEMOCRAT,nick j rahall,rahall n,1,False,92413.0,133233.0,69.36194486350979,False,False,True,2,False,38.72388972701958,69.36194486350979,38.72388972701958
2006,2006,house,WI,01,False,False,JEFFREY C THOMAS,DEMOCRAT,DEMOCRAT,jeffrey c thomas,thomas j,1,False,95761.0,257596.0,37.17487849190205,False,False,False,3,False,-25.50130114633131,37.24934942683434,25.450317551514775
2006,2006,house,WI,01,False,False,PAUL RYAN,REPUBLICAN,REPUBLICAN,paul ryan,ryan p,1,False,161320.0,257596.0,62.62519604341682,False,False,True,3,False,-25.50130114633131,37.24934942683434,25.450317551514775
