year,cycle,chamber,state,district,special,runoff,candidate,party,party_raw,candidate_key,surname_key,n_party_lines,fusion,votes,totalvotes,share,writein,votes_unreliable,won,n_candidates,uncontested,margin_D,two_party_D,race_margin
1976,1976,house,AL,01,False,False,BILL DAVENPORT,DEMOCRAT,DEMOCRAT,bill davenport,davenport b,1,False,58906.0,157170.0,37.479162690080805,False,False,False,3,False,-25.038335995113354,37.48083200244332,25.037220843672458
1976,1976,house,AL,01,False,False,JACK EDWARDS,REPUBLICAN,REPUBLICAN,jack edwards,edwards j,1,False,98257.0,157170.0,62.51638353375326,False,False,True,3,False,-25.038335995113354,37.48083200244332,25.037220843672458
1976,1976,house,AL,01,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,7.0,157170.0,0.0044537761659349745,True,False,False,3,False,-25.038335995113354,37.48083200244332,25.037220843672458
1976,1976,house,AL,02,False,False,J CAROLE KEAHEY,DEMOCRAT,DEMOCRAT,j carole keahey,keahey j,1,False,66288.0,156362.0,42.39393202952124,False,False,False,3,False,-15.209424586043477,42.39528770697826,15.208938233074532
1976,1976,house,AL,02,False,False,"WILLIAM L ""BILL"" DICKINSON",REPUBLICAN,REPUBLICAN,william l dickinson,dickinson w,1,False,90069.0,156362.0,57.60287026259577,False,False,True,3,False,-15.209424586043477,42.39528770697826,15.208938233074532
1976,1976,house,AL,02,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,5.0,156362.0,0.0031977078829894734,True,False,False,3,False,-15.209424586043477,42.39528770697826,15.208938233074532
1976,1976,house,AL,03,False,False,BILL NICHOLS,DEMOCRAT,DEMOCRAT,bill nichols,nichols b,1,False,106935.0,108048.0,98.96990226565971,False,False,True,3,True,,,97.94165556049164
1976,1976,house,AL,03,False,False,OGBURN GARDNER,OTHER,PROHIBITION,ogburn gardner,gardner o,1,False,1111.0,108048.0,1.0282467051680735,False,False,False,3,True,,,97.94165556049164
1976,1976,house,AL,03,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,2.0,108048.0,0.0018510291722197542,True,False,False,3,True,,,97.94165556049164
1976,1976,house,AL,04,False,False,LEONARD WILSON,REPUBLICAN,REPUBLICAN,leonard wilson,wilson l,1,False,34531.0,176022.0,19.61743418436332,False,False,False,3,False,60.764908732480784,80.3824543662404,60.76456352046903
1976,1976,house,AL,04,False,False,TOM BEVILL,DEMOCRAT,DEMOCRAT,tom bevill,bevill t,1,False,141490.0,176022.0,80.38199770483234,False,False,True,3,False,60.764908732480784,80.3824543662404,60.76456352046903
1976,1976,house,AL,04,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,1.0,176022.0,0.0005681108043312767,True,False,False,3,False,60.764908732480784,80.3824543662404,60.76456352046903
1976,1976,house,AL,05,False,False,RONNIE G FLIPPO,DEMOCRAT,DEMOCRAT,ronnie g flippo,flippo r,1,False,113553.0,113560.0,99.99383585769637,False,False,True,2,True,,,99.98767171539275
1976,1976,house,AL,05,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,7.0,113560.0,0.006164142303628038,True,False,False,2,True,,,99.98767171539275
1976,1976,house,AL,06,False,False,BILLY E DORSEY,OTHER,NATIONAL DEMOCRAT,billy e dorsey,dorsey b,1,False,1021.0,162518.0,0.628238102856299,False,False,False,3,False,-14.073945646049152,42.96302717697542,13.985527756925388
1976,1976,house,AL,06,False,False,JOHN H BUCHANAN JR,REPUBLICAN,REPUBLICAN,john h buchanan,buchanan j,1,False,92113.0,162518.0,56.678644827034546,False,False,True,3,False,-14.073945646049152,42.96302717697542,13.985527756925388
1976,1976,house,AL,06,False,False,MEL BAILEY,DEMOCRAT,DEMOCRAT,mel bailey,bailey m,1,False,69384.0,162518.0,42.69311707010916,False,False,False,3,False,-14.073945646049152,42.96302717697542,13.985527756925388
1976,1976,house,AL,07,False,False,WALTER FLOWERS,DEMOCRAT,DEMOCRAT,walter flowers,flowers w,1,False,110496.0,110501.0,99.995475154071,False,False,True,2,True,,,99.990950308142
1976,1976,house,AL,07,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,5.0,110501.0,0.0045248459289961174,True,False,False,2,True,,,99.990950308142
1976,1976,house,AK,00,False,False,DON YOUNG,REPUBLICAN,REPUBLICAN,don young,young d,1,False,83722.0,118208.0,70.82600162425555,False,False,True,3,False,-42.00278164116829,28.998609179415855,41.89902544667028
1976,1976,house,AK,00,False,False,EBEN HOPSON,DEMOCRAT,DEMOCRAT,eben hopson,hopson e,1,False,34194.0,118208.0,28.926976177585274,False,False,False,3,False,-42.00278164116829,28.998609179415855,41.89902544667028
1976,1976,house,AK,00,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,292.0,118208.0,0.24702219815917703,True,False,False,3,False,-42.00278164116829,28.998609179415855,41.89902544667028
1976,1976,house,AZ,01,False,False,HARRY BRAUN,OTHER,INDEPENDENT,harry braun,braun h,1,False,1040.0,168119.0,0.6186094373628204,False,False,False,4,False,-16.985940619292357,41.50702969035382,16.650705750093685
1976,1976,house,AZ,01,False,False,JOHN J RHODES,REPUBLICAN,REPUBLICAN,john j rhodes,rhodes j,1,False,96397.0,168119.0,57.3385518590998,False,False,True,4,False,-16.985940619292357,41.50702969035382,16.650705750093685
1976,1976,house,AZ,01,False,False,PATRICIA M FULLINWIDER,DEMOCRAT,DEMOCRAT,patricia m fullinwider,fullinwider p,1,False,68404.0,168119.0,40.687846109006124,False,False,False,4,False,-16.985940619292357,41.50702969035382,16.650705750093685
1976,1976,house,AZ,01,False,False,SUMMER DUNCAN DODGE,OTHER,LIBERTARIAN,summer duncan dodge,dodge s,1,False,2278.0,168119.0,1.3549925945312546,False,False,False,4,False,-16.985940619292357,41.50702969035382,16.650705750093685
1976,1976,house,AZ,02,False,False,LAIRD GUTTERSEN,REPUBLICAN,REPUBLICAN,laird guttersen,guttersen l,1,False,71765.0,182128.0,39.40360625494158,False,False,False,3,False,19.283091233220297,59.641545616610145,18.826869015198103
1976,1976,house,AZ,02,False,False,MICHAEL EMERLING,OTHER,LIBERTARIAN,michael emerling,emerling m,1,False,4309.0,182128.0,2.3659184749187383,False,False,False,3,False,19.283091233220297,59.641545616610145,18.826869015198103
1976,1976,house,AZ,02,False,False,MORRIS K UDALL,DEMOCRAT,DEMOCRAT,morris k udall,udall m,1,False,106054.0,182128.0,58.230475270139685,False,False,True,3,False,19.283091233220297,59.641545616610145,18.826869015198103
1976,1976,house,AZ,03,False,False,BILL MCCUNE,OTHER,INDEPENDENT,bill mccune,mccune b,1,False,19149.0,187165.0,10.231079528758048,False,False,False,3,False,5.768498238263023,52.88424911913151,5.178318595891326
1976,1976,house,AZ,03,False,False,BOB STUMP,DEMOCRAT,DEMOCRAT,bob stump,stump b,1,False,88854.0,187165.0,47.47361953356664,False,False,True,3,False,5.768498238263023,52.88424911913151,5.178318595891326
1976,1976,house,AZ,03,False,False,FRED KOORY JR,REPUBLICAN,REPUBLICAN,fred koory,koory f,1,False,79162.0,187165.0,42.295300937675314,False,False,False,3,False,5.768498238263023,52.88424911913151,5.178318595891326
1976,1976,house,AZ,04,False,False,ELDON RUDD,REPUBLICAN,REPUBLICAN,eldon rudd,rudd e,1,False,93154.0,191590.0,48.62153557075004,False,False,True,3,False,-0.38741520240962557,49.806292398795186,0.3752805470014093
1976,1976,house,AZ,04,False,False,PAT HARPER,OTHER,LIBERTARIAN,pat harper,harper p,1,False,6001.0,191590.0,3.1322094055013308,False,False,False,3,False,-0.38741520240962557,49.806292398795186,0.3752805470014093
1976,1976,house,AZ,04,False,False,TONY MASON,DEMOCRAT,DEMOCRAT,tony mason,mason t,1,False,92435.0,191590.0,48.24625502374863,False,False,False,3,False,-0.38741520240962557,49.806292398795186,0.3752805470014093
1976,1976,house,AR,01,False,False,BILL ALEXANDER,DEMOCRAT,DEMOCRAT,bill alexander,alexander b,1,False,116217.0,168782.0,68.85627614319063,False,False,True,2,False,37.712552286381246,68.85627614319063,37.712552286381246
1976,1976,house,AR,01,False,False,"HARLAN ""BO"" HOLLEMAN",REPUBLICAN,REPUBLICAN,harlan holleman,holleman h,1,False,52565.0,168782.0,31.143723856809377,False,False,False,2,False,37.712552286381246,68.85627614319063,37.712552286381246
1976,1976,house,AR,02,False,False,JAMES J KELLY,REPUBLICAN,REPUBLICAN,james j kelly,kelly j,1,False,22819.0,167607.0,13.614586502950354,False,False,False,3,False,72.76952726448249,86.38476363224125,72.76605392376213
1976,1976,house,AR,02,False,False,JIM GUY TUCKER,DEMOCRAT,DEMOCRAT,jim guy tucker,tucker j,1,False,144780.0,167607.0,86.38064042671249,False,False,True,3,False,72.76952726448249,86.38476363224125,72.76605392376213
1976,1976,house,AR,02,False,False,WRITEIN,UNKNOWN,NA,writein,writein,1,False,8.0,167607.0,0.004773070337157756,True,False,False,3,False,72.76952726448249,86.38476363224125,72.76605392376213
1976,1976,house,AR,03,False,False,JOHN PAUL HAMMERSCHMIDT,REPUBLICAN,REPUBLICAN,john paul hammerschmidt,hammerschmidt j,1,False,1.0,1.0,100.0,False,True,True,1,True,,,100.0
1976,1976,house,AR,04,False,False,RAY THORNTON,DEMOCRAT,DEMOCRAT,ray thornton,thornton r,1,False,1.0,1.0,100.0,False,True,True,1,True,,,100.0
1976,1976,house,CA,01,False,False,"HAROLD T ""BIZZ"" JOHNSON",DEMOCRAT,DEMOCRAT,harold t johnson,johnson h,1,False,160477.0,217016.0,73.94708224278394,False,False,True,2,False,47.894164485567885,73.94708224278394,47.894164485567885
1976,1976,house,CA,01,False,False,JAMES E TAYLOR,REPUBLICAN,REPUBLICAN,james e taylor,taylor j,1,False,56539.0,217016.0,26.052917757216058,False,False,False,2,False,47.894164485567885,73.94708224278394,47.894164485567885
1976,1976,house,CA,02,False,False,DON H CLAUSEN,REPUBLICAN,REPUBLICAN,don h clausen,clausen d,1,False,121290.0,216563.0,56.006797098303956,False,False,True,3,False,-15.448864690960837,42.275567654519584,14.989171742172024
1976,1976,house,CA,02,False,False,OSCAR KLEE,DEMOCRAT,DEMOCRAT,oscar klee,klee o,1,False,88829.0,216563.0,41.01762535613194,False,False,False,3,False,-15.448864690960837,42.275567654519584,14.989171742172024
1976,1976,house,CA,02,False,False,ROBERT B ALLRED,OTHER,PEACE AND FREEDOM,robert b allred,allred r,1,False,6444.0,216563.0,2.9755775455641085,False,False,False,3,False,-15.448864690960837,42.275567654519584,14.989171742172024
1976,1976,house,CA,03,False,False,GEORGE R MARSH JR,REPUBLICAN,REPUBLICAN,george r marsh,marsh g,1,False,52075.0,191854.0,27.14303585017774,False,False,False,2,False,45.71392829964452,72.85696414982226,45.71392829964452
1976,1976,house,CA,03,False,False,JOHN E MOSS,DEMOCRAT,DEMOCRAT,john e moss,moss j,1,False,139779.0,191854.0,72.85696414982226,False,False,True,2,False,45.71392829964452,72.85696414982226,45.71392829964452
1976,1976,house,CA,04,False,False,ALBERT DEHR,REPUBLICAN,REPUBLICAN,albert dehr,dehr a,1,False,75193.0,151037.0,49.78448989320498,False,False,False,2,False,0.4310202135900475,50.21551010679502,0.4310202135900475
1976,1976,house,CA,04,False,False,ROBERT L LEGGETT,DEMOCRAT,DEMOCRAT,robert l leggett,leggett r,1,False,75844.0,151037.0,50.21551010679502,False,False,True,2,False,0.4310202135900475,50.21551010679502,0.4310202135900475
1976,1976,house,CA,05,False,False,BRANWELL FANNING,REPUBLICAN,REPUBLICAN,branwell fanning,fanning b,1,False,64008.0,167754.0,38.15587109696341,False,False,False,2,False,23.688257806073178,61.84412890303659,23.688257806073178
1976,1976,house,CA,05,False,False,JOHN L BURTON,DEMOCRAT,DEMOCRAT,john l burton,burton j,1,False,103746.0,167754.0,61.84412890303659,False,False,True,2,False,23.688257806073178,61.84412890303659,23.688257806073178
1976,1976,house,CA,06,False,False,EMILY SIEGEL,OTHER,PEACE AND FREEDOM,emily siegel,siegel e,1,False,6570.0,130916.0,5.0184851355067375,False,False,False,4,False,41.96402192824082,70.9820109641204,39.05863301659079
1976,1976,house,CA,06,False,False,PHILLIP BURTON,DEMOCRAT,DEMOCRAT,phillip burton,burton p,1,False,86493.0,130916.0,66.06755476794281,False,False,True,4,False,41.96402192824082,70.9820109641204,39.05863301659079
1976,1976,house,CA,06,False,False,RAYMOND O HEAPS,OTHER,AMERICAN INDEPENDENT,raymond o heaps,heaps r,1,False,2494.0,130916.0,1.9050383451984478,False,False,False,4,False,41.96402192824082,70.9820109641204,39.05863301659079
1976,1976,house,CA,06,False,False,TOM SPINOSA,REPUBLICAN,REPUBLICAN,tom spinosa,spinosa t,1,False,35359.0,130916.0,27.008921751352013,False,False,False,4,False,41.96402192824082,70.9820109641204,39.05863301659079
1976,1976,house,CA,07,False,False,GEORGE MILLER,DEMOCRAT,DEMOCRAT,george miller,miller g,1,False,147064.0,196816.0,74.72156735224779,False,False,True,3,False,52.45559201148621,76.2277960057431,51.41909194374441
1976,1976,house,CA,07,False,False,MELVIN E STANLEY,OTHER,AMERICAN INDEPENDENT,melvin e stanley,stanley m,1,False,3889.0,196816.0,1.9759572392488416,False,False,False,3,False,52.45559201148621,76.2277960057431,51.41909194374441
1976,1976,house,CA,07,False,False,ROBERT L VICKERS,REPUBLICAN,REPUBLICAN,robert l vickers,vickers r,1,False,45863.0,196816.0,23.302475408503373,False,False,False,3,False,52.45559201148621,76.2277960057431,51.41909194374441
1976,1976,house,CA,08,False,False,PHILIP STILES BRECK JR,REPUBLICAN,REPUBLICAN,philip stiles breck,breck p,1,False,68374.0,196954.0,34.71572042202748,False,False,False,3,False,28.29757335514587,64.14878667757293,27.40132213613331
1976,1976,house,CA,08,False,False,ROBERT J EVANS,OTHER,PEACE AND FREEDOM,robert j evans,evans r,1,False,6238.0,196954.0,3.167237019811733,False,False,False,3,False,28.29757335514587,64.14878667757293,27.40132213613331
1976,1976,house,CA,08,False,False,RONALD V DELLUMS,DEMOCRAT,DEMOCRAT,ronald v dellums,dellums r,1,False,122342.0,196954.0,62.11704255816079,False,False,True,3,False,28.29757335514587,64.14878667757293,27.40132213613331
1976,1976,house,CA,09,False,False,ALBERT L SARGIS,OTHER,PEACE AND FREEDOM,albert l sargis,sargis a,1,False,3386.0,164391.0,2.0597234641799127,False,False,False,3,False,44.58929846899164,72.29464923449582,43.670882225912614
1976,1976,house,CA,09,False,False,"FORTNEY H ""PETE"" STARK",DEMOCRAT,DEMOCRAT,fortney h stark,stark f,1,False,116398.0,164391.0,70.80557938086635,False,False,True,3,False,44.58929846899164,72.29464923449582,43.670882225912614
1976,1976,house,CA,09,False,False,JAMES K MILLS,REPUBLICAN,REPUBLICAN,james k mills,mills j,1,False,44607.0,164391.0,27.134697154953738,False,False,False,3,False,44.58929846899164,72.29464923449582,43.670882225912614
1976,1976,house,CA,10,False,False,DON EDWARDS,DEMOCRAT,DEMOCRAT,don edwards,edwards d,1,False,111992.0,155443.0,72.04698828509486,False,False,True,3,False,49.24307036247335,74.62153518123668,47.5441158495397
1976,1976,house,CA,10,False,False,EDMON V KAISER,OTHER,AMERICAN INDEPENDENT,edmon v kaiser,kaiser e,1,False,5363.0,155443.0,3.4501392793499868,False,False,False,3,False,49.24307036247335,74.62153518123668,47.5441158495397
1976,1976,house,CA,10,False,False,HERB SMITH,REPUBLICAN,REPUBLICAN,herb smith,smith h,1,False,38088.0,155443.0,24.502872435555155,False,False,False,3,False,49.24307036247335,74.62153518123668,47.5441158495397
1976,1976,house,CA,11,False,False,BOB JONES,REPUBLICAN,REPUBLICAN,bob jones,jones b,1,False,62435.0,176194.0,35.435372373633605,False,False,False,3,False,26.56995172093406,63.28497586046703,25.643892527554854
1976,1976,house,CA,11,False,False,LEO J RYAN,DEMOCRAT,DEMOCRAT,leo j ryan,ryan l,1,False,107618.0,176194.0,61.07926490118846,False,False,True,3,False,26.56995172093406,63.28497586046703,25.643892527554854
1976,1976,house,CA,11,False,False,NICHOLAS W KUDROVZEFF,OTHER,AMERICAN INDEPENDENT,nicholas w kudrovzeff,kudrovzeff n,1,False,6141.0,176194.0,3.4853627251779287,False,False,False,3,False,26.56995172093406,63.28497586046703,25.643892527554854
1976,1976,house,CA,12,False,False,DAVID HARRIS,DEMOCRAT,DEMOCRAT,david harris,harris d,1,False,61526.0,196857.0,31.254159110420254,False,False,False,3,False,-35.862981997102025,32.06850900144899,34.952275001650946
1976,1976,house,CA,12,False,False,JOSEPH DAVID COONEY,OTHER,AMERICAN INDEPENDENT,joseph david cooney,cooney j,1,False,4999.0,196857.0,2.539406777508547,False,False,False,3,False,-35.862981997102025,32.06850900144899,34.952275001650946
1976,1976,house,CA,12,False,False,"PAUL N ""PETE"" MCCLOSKEY JR",REPUBLICAN,REPUBLICAN,paul n mccloskey,mccloskey p,1,False,130332.0,196857.0,66.2064341120712,False,False,True,3,False,-35.862981997102025,32.06850900144899,34.952275001650946
1976,1976,house,CA,13,False,False,ERNEST L KONNYU,REPUBLICAN,REPUBLICAN,ernest l konnyu,konnyu e,1,False,63130.0,202611.0,31.158229316276017,False,False,False,3,False,36.36762237867968,68.18381118933983,35.61553913657205
1976,1976,house,CA,13,False,False,NORMAN Y MINETA,DEMOCRAT,DEMOCRAT,norman y mineta,mineta n,1,False,135291.0,202611.0,66.77376845284807,False,False,True,3,False,36.36762237867968,68.18381118933983,35.61553913657205
1976,1976,house,CA,13,False,False,WILLIAM P HERRELL,OTHER,AMERICAN INDEPENDENT,william p herrell,herrell w,1,False,4190.0,202611.0,2.0680022308759147,False,False,False,3,False,36.36762237867968,68.18381118933983,35.61553913657205
1976,1976,house,CA,14,False,False,JOHN J MCFALL,DEMOCRAT,DEMOCRAT,john j mcfall,mcfall j,1,False,123285.0,169959.0,72.53808271406633,False,False,True,2,False,45.07616542813267,72.53808271406633,45.07616542813267
1976,1976,house,CA,14,False,False,ROGER A BLAIN,REPUBLICAN,REPUBLICAN,roger a blain,blain r,1,False,46674.0,169959.0,27.461917285933666,False,False,False,2,False,45.07616542813267,72.53808271406633,45.07616542813267
1976,1976,house,CA,15,False,False,B F SISK,DEMOCRAT,DEMOCRAT,b f sisk,sisk b,1,False,92735.0,128435.0,72.20383851753806,False,False,True,2,False,44.407677035076105,72.20383851753806,44.407677035076105
1976,1976,house,CA,15,False,False,CAROL HARNER,REPUBLICAN,REPUBLICAN,carol harner,harner c,1,False,35700.0,128435.0,27.796161482461947,False,False,False,2,False,44.407677035076105,72.20383851753806,44.407677035076105
1976,1976,house,CA,16,False,False,BURT TALCOTT,REPUBLICAN,REPUBLICAN,burt talcott,talcott b,1,False,91160.0,195705.0,46.580312204593646,False,False,False,2,False,6.839375590812703,53.419687795406354,6.839375590812703
1976,1976,house,CA,16,False,False,LEON E PANETTA,DEMOCRAT,DEMOCRAT,leon e panetta,panetta l,1,False,104545.0,195705.0,53.419687795406354,False,False,True,2,False,6.839375590812703,53.419687795406354,6.839375590812703
1976,1976,house,CA,17,False,False,HENRY J ANDREAS,REPUBLICAN,REPUBLICAN,henry j andreas,andreas h,1,False,54270.0,158168.0,34.31161802640231,False,False,False,2,False,31.376763947195386,65.6883819735977,31.376763947195386
1976,1976,house,CA,17,False,False,JOHN KREBS,DEMOCRAT,DEMOCRAT,john krebs,krebs j,1,False,103898.0,158168.0,65.6883819735977,False,False,True,2,False,31.376763947195386,65.6883819735977,31.376763947195386
1976,1976,house,CA,18,False,False,DEAN CLOSE,DEMOCRAT,DEMOCRAT,dean close,close d,1,False,56683.0,158341.0,35.79805609412597,False,False,False,2,False,-28.403887811748064,35.79805609412597,28.403887811748064
1976,1976,house,CA,18,False,False,WILLIAM M KETCHUM,REPUBLICAN,REPUBLICAN,william m ketchum,ketchum w,1,False,101658.0,158341.0,64.20194390587403,False,False,True,2,False,-28.403887811748064,35.79805609412597,28.403887811748064
1976,1976,house,CA,19,False,False,DAN SISSON,DEMOCRAT,DEMOCRAT,dan sisson,sisson d,1,False,68722.0,192923.0,35.62146555879807,False,False,False,2,False,-28.75706888240386,35.62146555879807,28.75706888240386
1976,1976,house,CA,19,False,False,ROBERT J LAGOMARSINO,REPUBLICAN,REPUBLICAN,robert j lagomarsino,lagomarsino r,1,False,124201.0,192923.0,64.37853444120194,False,False,True,2,False,-28.75706888240386,35.62146555879807,28.75706888240386
1976,1976,house,CA,20,False,False,BARRY GOLDWATER JR,REPUBLICAN,REPUBLICAN,barry goldwater,goldwater b,1,False,146158.0,217351.0,67.2451472503002,False,False,True,2,False,-34.49029450060041,32.75485274969979,34.49029450060041
1976,1976,house,CA,20,False,False,PATTI LEAR CORMAN,DEMOCRAT,DEMOCRAT,patti lear corman,corman p,1,False,71193.0,217351.0,32.75485274969979,False,False,False,2,False,-34.49029450060041,32.75485274969979,34.49029450060041
1976,1976,house,CA,21,False,False,BILL HILL,OTHER,PEACE AND FREEDOM,bill hill,hill b,1,False,7178.0,153109.0,4.688163334617821,False,False,False,3,False,39.56870027615791,69.78435013807895,37.71365497782625
1976,1976,house,CA,21,False,False,"ERWIN ""ED"" HOGAN",REPUBLICAN,REPUBLICAN,erwin hogan,hogan e,1,False,44094.0,153109.0,28.79909084377796,False,False,False,3,False,39.56870027615791,69.78435013807895,37.71365497782625
1976,1976,house,CA,21,False,False,JAMES C CORMAN,DEMOCRAT,DEMOCRAT,james c corman,corman j,1,False,101837.0,153109.0,66.51274582160421,False,False,True,3,False,39.56870027615791,69.78435013807895,37.71365497782625
1976,1976,house,CA,22,False,False,CARLOS J MOORHEAD,REPUBLICAN,REPUBLICAN,carlos j moorhead,moorhead c,1,False,114769.0,183312.0,62.60855808675919,False,False,True,2,False,-25.217116173518374,37.39144191324081,25.217116173518374
1976,1976,house,CA,22,False,False,ROBERT L SALLEY,DEMOCRAT,DEMOCRAT,robert l salley,salley r,1,False,68543.0,183312.0,37.39144191324081,False,False,False,2,False,-25.217116173518374,37.39144191324081,25.217116173518374
1976,1976,house,CA,23,False,False,ANTHONY C BEILENSON,DEMOCRAT,DEMOCRAT,anthony c beilenson,beilenson a,1,False,130619.0,217053.0,60.178389609910944,False,False,True,2,False,20.356779219821888,60.178389609910944,20.356779219821888
1976,1976,house,CA,23,False,False,THOMAS F BARTMAN,REPUBLICAN,REPUBLICAN,thomas f bartman,bartman t,1,False,86434.0,217053.0,39.821610390089056,False,False,False,2,False,20.356779219821888,60.178389609910944,20.356779219821888
1976,1976,house,CA,24,False,False,DAVID IRVING SIMMONS,REPUBLICAN,REPUBLICAN,david irving simmons,simmons d,1,False,51478.0,159774.0,32.21925970433237,False,False,False,2,False,35.56148059133526,67.78074029566763,35.56148059133526
1976,1976,house,CA,24,False,False,HENY A WAXMAN,DEMOCRAT,DEMOCRAT,heny a waxman,waxman h,1,False,108296.0,159774.0,67.78074029566763,False,False,True,2,False,35.56148059133526,67.78074029566763,35.56148059133526
1976,1976,house,CA,25,False,False,EDWARD R ROYBAL,DEMOCRAT,DEMOCRAT,edward r roybal,roybal e,1,False,57966.0,80625.0,71.89581395348837,False,False,True,3,False,53.14056246119705,76.57028123059852,49.89643410852713
1976,1976,house,CA,25,False,False,JIM MADRID,REPUBLICAN,REPUBLICAN,jim madrid,madrid j,1,False,17737.0,80625.0,21.99937984496124,False,False,False,3,False,53.14056246119705,76.57028123059852,49.89643410852713
1976,1976,house,CA,25,False,False,MARILYN SEALS,OTHER,PEACE AND FREEDOM,marilyn seals,seals m,1,False,4922.0,80625.0,6.104806201550388,False,False,False,3,False,53.14056246119705,76.57028123059852,49.89643410852713
1976,1976,house,CA,26,False,False,BRUCE LATTA,DEMOCRAT,DEMOCRAT,bruce latta,latta b,1,False,59093.0,171712.0,34.41401882221394,False,False,False,2,False,-31.17196235557212,34.41401882221394,31.17196235557212
1976,1976,house,CA,26,False,False,JOHN H ROUSSELOT,REPUBLICAN,REPUBLICAN,john h rousselot,rousselot j,1,False,112619.0,171712.0,65.58598117778607,False,False,True,2,False,-31.17196235557212,34.41401882221394,31.17196235557212
1976,1976,house,CA,27,False,False,GARY FAMILIAN,DEMOCRAT,DEMOCRAT,gary familian,familian g,1,False,94988.0,209611.0,45.316324047879164,False,False,False,2,False,-9.367351904241668,45.316324047879164,9.367351904241668
1976,1976,house,CA,27,False,False,ROBERT K DORNAN,REPUBLICAN,REPUBLICAN,robert k dornan,dornan r,1,False,114623.0,209611.0,54.683675952120836,False,False,True,2,False,-9.367351904241668,45.316324047879164,9.367351904241668
1976,1976,house,CA,28,False,False,EDWARD S SKINNER,REPUBLICAN,REPUBLICAN,edward s skinner,skinner e,1,False,28303.0,142915.0,19.804079347864114,False,False,False,2,False,60.39184130427177,80.19592065213588,60.39184130427177
1976,1976,house,CA,28,False,False,YVONNE BRATHWAITE BURKE,DEMOCRAT,DEMOCRAT,yvonne brathwaite burke,burke y,1,False,114612.0,142915.0,80.19592065213588,False,False,True,2,False,60.39184130427177,80.19592065213588,60.39184130427177
1976,1976,house,CA,29,False,False,"AUGUSTUS F ""GUS"" HAWKINS",DEMOCRAT,DEMOCRAT,augustus f hawkins,hawkins a,1,False,82515.0,96602.0,85.41748618041035,False,False,True,3,False,76.7540994141399,88.37704970706994,74.1837643112979
1976,1976,house,CA,29,False,False,MICHAEL D GERMONPREZ,REPUBLICAN,REPUBLICAN,michael d germonprez,germonprez m,1,False,10852.0,96602.0,11.23372186911244,False,False,False,3,False,76.7540994141399,88.37704970706994,74.1837643112979
1976,1976,house,CA,29,False,False,SHEILA LEBURG,OTHER,INDEPENDENT,sheila leburg,leburg s,1,False,3235.0,96602.0,3.348791950477216,False,False,False,3,False,76.7540994141399,88.37704970706994,74.1837643112979
1976,1976,house,CA,30,False,False,GEORG E DANIELSON,DEMOCRAT,DEMOCRAT,georg e danielson,danielson g,1,False,82767.0,111270.0,74.38393097870046,False,False,True,2,False,48.76786195740092,74.38393097870046,48.76786195740092
1976,1976,house,CA,30,False,False,HARRY COUCH,REPUBLICAN,REPUBLICAN,harry couch,couch h,1,False,28503.0,111270.0,25.61606902129954,False,False,False,2,False,48.76786195740092,74.38393097870046,48.76786195740092
1976,1976,house,CA,31,False,False,CHARLES II WILSON,DEMOCRAT,DEMOCRAT,charles wilson,wilson c,1,False,83155.0,83155.0,100.0,False,False,True,1,True,,,100.0
1976,1976,house,CA,32,False,False,CLIFFORD O YOUNG,REPUBLICAN,REPUBLICAN,clifford o young,young c,1,False,35394.0,127428.0,27.775685092758263,False,False,False,2,False,44.448629814483475,72.22431490724173,44.448629814483475
1976,1976,house,CA,32,False,False,GLENN M ANDERSON,DEMOCRAT,DEMOCRAT,glenn m anderson,anderson g,1,False,92034.0,127428.0,72.22431490724173,False,False,True,2,False,44.448629814483475,72.22431490724173,44.448629814483475
1976,1976,house,CA,33,False,False,DEL CLAWSON,REPUBLICAN,REPUBLICAN,del clawson,clawson d,1,False,95398.0,173205.0,55.07808666031581,False,False,True,2,False,-10.156173320631622,44.92191333968419,10.156173320631622
1976,1976,house,CA,33,False,False,TED SNYDER,DEMOCRAT,DEMOCRAT,ted snyder,snyder t,1,False,77807.0,173205.0,44.92191333968419,False,False,False,2,False,-10.156173320631622,44.92191333968419,10.156173320631622
1976,1976,house,CA,34,False,False,DANIEL E LUNGREN,REPUBLICAN,REPUBLICAN,daniel e lungren,lungren d,1,False,98147.0,199135.0,49.286664825369726,False,False,False,2,False,1.426670349260552,50.713335174630274,1.426670349260552
1976,1976,house,CA,34,False,False,MARK W HANNAFORD,DEMOCRAT,DEMOCRAT,mark w hannaford,hannaford m,1,False,100988.0,199135.0,50.713335174630274,False,False,True,2,False,1.426670349260552,50.713335174630274,1.426670349260552
1976,1976,house,CA,35,False,False,JIM LLOYD,DEMOCRAT,DEMOCRAT,jim lloyd,lloyd j,1,False,87472.0,164237.0,53.25961872172531,False,False,True,2,False,6.519237443450623,53.25961872172531,6.519237443450623
