race_id,person,bioguide,party,is_incumbent,event_type,event_date,known_by,date_basis,incumbent_on_ballot_after,source_url,notes,_confidence,_left_censored,_right_censored,_resolution_days,_days_present,_gaps,_last_seen,_pages,_section,_race_why,_evidence,_flag,_suggested_action,_needs_human
HOU_FL_11_2026,Daniel Webster,,,,retiring,,2026-05-01,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings; https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,2,82,0,2026-08-23,2026 United States House of Representatives election ratings; 2026 United States House of Representatives elections,Election ratings > Latest published ratings for competitive seats; Retirements > Republican,ushr template,#FL-11: Daniel Webster is retiring.,,,
HOU_TN_09_2026,Steve Cohen,,,,retiring,,2026-05-15,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings; https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,2,70,0,2026-08-23,2026 United States House of Representatives election ratings; 2026 United States House of Representatives elections,Election ratings > Latest published ratings for competitive seats; Retirements > Democratic,ushr template,"!TN-9 | Steve | Cohen | dab=politician (retiring) | data-sort-value=""-71.3"" | 71.3% D",,,
HOU_KY_04_2026,Thomas Massie,,,,lost_primary,,2026-05-19,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,2,44,0,2026-08-23,2026 United States House of Representatives elections,Incumbents defeated > In primary elections > Republicans,ushr template,#KY-4: Thomas Massie lost renomination to Ed Gallrein.,,,
HOU_FL_24_2026,Frederica Wilson,,,,retiring,,2026-05-29,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,4,41,0,2026-08-23,2026 United States House of Representatives elections,Retirements > Democratic,ushr template,#FL-24: Frederica Wilson is retiring.,,,
HOU_TX_33_2026,Julie Johnson,,,,lost_primary,,2026-05-29,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,4,41,0,2026-08-23,2026 United States House of Representatives elections,Incumbents defeated > In primary elections > Democrats,ushr template,#TX-33: Julie Johnson lost renomination to Colin Allred.,,,
HOU_NY_10_2026,Dan Goldman,,,,lost_primary,,2026-06-24,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,2,29,0,2026-08-23,2026 United States House of Representatives elections,Incumbents defeated > In primary elections > Democrats,ushr template,#NY-10: Dan Goldman lost renomination to Brad Lander.,,,
HOU_NY_13_2026,Adriano Espaillat,,,,lost_primary,,2026-06-24,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,2,29,0,2026-08-23,2026 United States House of Representatives elections,Incumbents defeated > In primary elections > Democrats,ushr template,#NY-13: Adriano Espaillat lost renomination to Darializa Avila Chevalier.,,,
HOU_CO_01_2026,Diana DeGette,,,,lost_primary,,2026-07-03,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,3,25,0,2026-08-23,2026 United States House of Representatives elections,Incumbents defeated > In primary elections > Democrats,ushr template,#CO-1: Diana DeGette lost renomination to Melat Kiros.,,,
HOU_FL_16_2026,,,,,retiring,,2026-07-22,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,high,,yes,5,21,0,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats; Party listings > Republican-held seats,district link,#Florida 16: Open seat,seat_level_confirmation,not an event — the ratings page marking the seat open AFTER the incumbent announced. Useful only as a cross-check on incumbent_on_ballot_after,yes
HOU_LA_06_2026,,,,,retiring,,2026-07-22,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,high,,yes,5,21,0,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Democratic-held seats; Party listings > Democratic-held seats,district link,#Louisiana 6: Open seat,seat_level_confirmation,not an event — the ratings page marking the seat open AFTER the incumbent announced. Useful only as a cross-check on incumbent_on_ballot_after,yes
HOU_TN_09_2026,,,,,retiring,,2026-07-22,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,high,,yes,5,21,0,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Democratic-held seats; Party listings > Democratic-held seats,district link,#Tennessee 9: Open seat,seat_level_confirmation,not an event — the ratings page marking the seat open AFTER the incumbent announced. Useful only as a cross-check on incumbent_on_ballot_after,yes
HOU_LA_06_2026,Cleo Fields,,,,retiring,,2026-07-24,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,high,,,1,4,0,2026-07-30,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,"!LA-6 | Cleo | Fields (retiring) | data-sort-value=""50.8"" | 50.8% D",generic_duplicate,drop — seeking_other_office on 2026-07-24 says the same thing earlier and with the reason,yes
HOU_LA_06_2026,Cleo Fields,,,,seeking_other_office,,2026-07-24,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,4,17,0,2026-08-23,2026 United States House of Representatives elections,Retirements > Democratic,ushr template,#LA-6: Cleo Fields is retiring to run for Louisiana State Senate due to redistricting.,has_generic_twin,keep this row; its twin is the drop,
HOU_MI_13_2026,Shri Thanedar,,,,lost_primary,,2026-08-05,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,2,11,0,2026-08-23,2026 United States House of Representatives elections,Incumbents defeated > In primary elections > Democrats,ushr template,#MI-13: Shri Thanedar lost renomination to Donavan McKinney.,,,
HOU_NC_11_2026,,,,,retiring,,2026-08-05,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,high,,yes,2,13,0,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats; Party listings > Republican-held seats,district link,#North Carolina 11: Open seat,seat_level_confirmation,not an event — the ratings page marking the seat open AFTER the incumbent announced. Useful only as a cross-check on incumbent_on_ballot_after,yes
HOU_NC_11_2026,Chuck Edwards,,,,retiring,,2026-08-05,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings; https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,2,15,0,2026-08-23,2026 United States House of Representatives election ratings; 2026 United States House of Representatives elections,Election ratings > Latest published ratings for competitive seats; Retirements > Republican,ushr template,"!NC-11 | Chuck | Edwards (retiring) | data-sort-value=""56.8"" | 56.8% R",,,
HOU_NV_02_2026,,,,,retiring,,2026-08-05,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,high,,yes,2,13,0,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats; Party listings > Republican-held seats,district link,#Nevada 2: Open seat,seat_level_confirmation,not an event — the ratings page marking the seat open AFTER the incumbent announced. Useful only as a cross-check on incumbent_on_ballot_after,yes
HOU_NY_21_2026,,,,,retiring,,2026-08-05,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,high,,yes,2,13,0,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats; Party listings > Republican-held seats,district link,#New York 21: Open seat,seat_level_confirmation,not an event — the ratings page marking the seat open AFTER the incumbent announced. Useful only as a cross-check on incumbent_on_ballot_after,yes
HOU_TX_23_2026,,,,,retiring,,2026-08-05,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,high,,yes,2,13,0,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats; Party listings > Republican-held seats,district link,#Texas 23: Open seat,seat_level_confirmation,not an event — the ratings page marking the seat open AFTER the incumbent announced. Useful only as a cross-check on incumbent_on_ballot_after,yes
HOU_TN_05_2026,Andy Ogles,,,,lost_primary,,2026-08-07,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings; https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,1,13,0,2026-08-23,2026 United States House of Representatives election ratings; 2026 United States House of Representatives elections,Election ratings > Latest published ratings for competitive seats; Incumbents defeated > In primary elections > Republic,ushr template,"!TN-5 | Andy | Ogles (lost renomination) | data-sort-value=""56.8"" | 56.8% R",,,
HOU_CT_01_2026,John B. Larson,,,,lost_primary,,2026-08-13,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,2,7,0,2026-08-23,2026 United States House of Representatives elections,Incumbents defeated > In primary elections > Democrats,ushr template,#CT-1: John B. Larson lost renomination to Luke Bronin.,,,
HOU_FL_07_2026,Cory Mills,,,,lost_primary,,2026-08-19,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings; https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,high,,yes,2,5,0,2026-08-23,2026 United States House of Representatives election ratings; 2026 United States House of Representatives elections,Election ratings > Latest published ratings for competitive seats; Incumbents defeated > In primary elections > Republic,ushr template,#FL-7: Cory Mills lost renomination to Ryan Elijah.,,,
HOU_AZ_07_2026,Raúl Grijalva,,,,retiring,,2025-01-20,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,yes,,-1,43,0,2025-03-12,2026 United States House of Representatives elections,Retirements > Democratic,ushr template,# AZ-7: Raúl Grijalva is retiring.,date_is_an_upper_bound,already on the page when we started watching — the real date is EARLIER. Needs a primary source or the row goes,yes
HOU_FL_07_2026,Cory Mills,,,,seeking_other_office,,2025-01-20,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,yes,,-1,6,1,2025-01-27,2026 United States House of Representatives elections,Retirements > Republican,ushr template,# FL-7: Cory Mills is retiring to run for U.S. Senate.,earlier_generic; date_is_an_upper_bound,"merge — keep this date, take the lost_primary type from 2026-08-19",yes
SEN_MI_2026,Gary Peters,,,,retiring,,2025-01-28,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_Senate_elections,,medium,,,1,129,1,2025-06-28,2026 United States Senate elections,Retirements,state name,"! Michigan | Gary | Peters (retiring) | data-sort-value=""-49.9"" | 49.90% D",,,
HOU_KY_06_2026,Andy Barr,,,,seeking_other_office,,2025-02-10,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,yes,1,410,2,2026-08-23,2026 United States House of Representatives elections,Retirements > Republican,ushr template,# KY-6: Andy Barr is retiring to run for the U.S. Senate.,has_generic_twin,keep this row; its twin is the drop,
HOU_MI_10_2026,John James,,,,seeking_other_office,,2025-04-07,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,yes,1,140,1,2026-08-23,2026 United States House of Representatives elections,Retirements > Republican,ushr template,# MI-10: John James is retiring to run for governor.,has_generic_twin,keep this row; its twin is the drop,
HOU_IA_04_2026,Randy Feenstra,,,,seeking_other_office,,2025-05-12,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,yes,1,370,1,2026-08-23,2026 United States House of Representatives elections,Retirements > Republican,ushr template,# IA-4: Randy Feenstra is retiring to run for governor.,has_generic_twin,keep this row; its twin is the drop,
HOU_IL_07_2026,Danny K. Davis,,,,retiring,,2025-07-30,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,,1,2,0,2025-07-31,2026 United States House of Representatives elections,Retirements > Democratic,ushr template,# IL-7: Danny K. Davis is retiring.,person_conflict,"two names for this seat and event type: Danny Davis, Danny K. Davis — one is a misread table cell",yes
HOU_TX_37_2026,Lloyd Doggett,,,,retiring,,2025-08-21,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,yes,1,258,1,2026-08-23,2026 United States House of Representatives elections,Retirements > Democratic,ushr template,# TX-37: Lloyd Doggett is retiring due to redistricting.,,,
HOU_KY_06_2026,Andy Barr,,,,retiring,,2025-08-24,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,yes,yes,-1,147,1,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! KY-6 | Andy | Barr (retiring) | data-sort-value=63.0 | 63.0% R,generic_duplicate; date_is_an_upper_bound,drop — seeking_other_office on 2025-02-10 says the same thing earlier and with the reason,yes
HOU_MI_10_2026,John James,,,,retiring,,2025-08-24,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,yes,yes,-1,147,1,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! MI-10 | John | James | dab=Michigan politician (retiring) | data-sort-value=51.1 | 51.1% R,generic_duplicate; date_is_an_upper_bound,drop — seeking_other_office on 2025-04-07 says the same thing earlier and with the reason,yes
HOU_MN_02_2026,Angie Craig,,,,retiring,,2025-08-24,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,yes,yes,-1,147,1,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! MN-2 | Angie | Craig (retiring) | data-sort-value=-55.6 | 55.6% D,generic_duplicate; date_is_an_upper_bound,drop — seeking_other_office on 2025-04-29 says the same thing earlier and with the reason,yes
HOU_NH_01_2026,Chris Pappas,,,,retiring,,2025-08-24,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,yes,yes,-1,147,1,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! NH-1 | Chris | Pappas | dab=American politician (retiring) | data-sort-value=-54.0 | 54.0% D,generic_duplicate; date_is_an_upper_bound,drop — seeking_other_office on 2025-04-03 says the same thing earlier and with the reason,yes
HOU_IA_02_2026,Ashley Hinson,,,,retiring,,2025-09-02,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,yes,4,144,1,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! IA-2 | Ashley | Hinson (retiring) | data-sort-value=57.1 | 57.1% R,generic_duplicate,drop — seeking_other_office on 2025-09-02 says the same thing earlier and with the reason,yes
HOU_TX_08_2026,Morgan Luttrell,,,,retiring,,2025-09-11,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings; https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,yes,1,257,25,2026-08-23,2026 United States House of Representatives election ratings; 2026 United States House of Representatives elections,Election ratings > Latest published ratings for competitive seats; Retirements > Republican,ushr template,# TX-8: Morgan Luttrell is retiring.,,,
HOU_AZ_01_2026,David Schweikert,,,,retiring,,2025-10-01,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,yes,1,138,1,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! AZ-1 | David | Schweikert (retiring) | data-sort-value=51.9 | 51.9% R,generic_duplicate,drop — seeking_other_office on 2025-09-30 says the same thing earlier and with the reason,yes
HOU_AZ_05_2026,Andy Biggs,,,,retiring,,2025-10-08,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,yes,6,136,1,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! AZ-5 | Andy | Biggs (retiring) | data-sort-value=60.4 | 60.4% R,generic_duplicate,drop — seeking_other_office on 2025-01-25 says the same thing earlier and with the reason,yes
HOU_GA_01_2026,Buddy Carter,,,,retiring,,2025-10-08,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,yes,6,136,1,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! GA-1 | Buddy | Carter (retiring) | data-sort-value= 62.0 | 62.0% R,generic_duplicate,drop — seeking_other_office on 2025-05-08 says the same thing earlier and with the reason,yes
HOU_GA_10_2026,Mike Collins,,,,retiring,,2025-10-08,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,,6,101,1,2026-07-30,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! GA-10 | Mike | Collins | dab=politician (retiring) | data-sort-value= 63.1 | 63.1% R,generic_duplicate,drop — seeking_other_office on 2025-07-28 says the same thing earlier and with the reason,yes
HOU_IL_08_2026,Raja Krishnamoorthi,,,,retiring,,2025-10-08,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,yes,6,99,2,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! IL-8 | Raja | Krishnamoorthi (retiring) | data-sort-value=-57.1 | 57.1% D,generic_duplicate,drop — seeking_other_office on 2025-05-07 says the same thing earlier and with the reason,yes
HOU_SC_01_2026,Nancy Mace,,,,retiring,,2025-10-08,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,yes,6,136,1,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! SC-1 | Nancy | Mace (retiring) | data-sort-value= 58.3 | 58.3% R,generic_duplicate,drop — seeking_other_office on 2025-08-04 says the same thing earlier and with the reason,yes
HOU_SC_05_2026,Ralph Norman,,,,retiring,,2025-10-08,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,yes,6,120,2,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! SC-5 | Ralph | Norman (retiring) | data-sort-value= 63.6 | 63.6% R,generic_duplicate,drop — seeking_other_office on 2025-07-25 says the same thing earlier and with the reason,yes
HOU_TX_21_2026,Chip Roy,,,,retiring,,2025-10-08,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,yes,6,119,2,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! TX-21 | TBD | Chip | Roy (retiring) | data-sort-value= 61.8 | 61.8% R,generic_duplicate,drop — seeking_other_office on 2025-08-21 says the same thing earlier and with the reason,yes
HOU_WI_07_2026,Tom Tiffany,,,,retiring,,2025-10-08,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,yes,6,136,1,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! WI-7 | Tom | Tiffany (retiring) | data-sort-value= 63.6 | 63.6% R,generic_duplicate,drop — seeking_other_office on 2025-09-23 says the same thing earlier and with the reason,yes
HOU_TX_38_2026,Wesley Hunt,,,,retiring,,2025-10-15,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,,1,109,2,2026-08-05,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! TX-38 | TBD | Wesley | Hunt (retiring) | 62.9% R,generic_duplicate,drop — seeking_other_office on 2025-10-06 says the same thing earlier and with the reason,yes
GOV_DC_2026,Muriel Bowser,,,,retiring,,2025-11-25,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_gubernatorial_elections,,medium,,,1,47,1,2026-03-29,2026 United States gubernatorial elections,Race summary > Territories and federal district,state name,! District of Columbia | Muriel | Bowser | 2014 | data-sort-value=-74.7 | 74.7% D | Incumbent retiring | TBD,,,
HOU_NY_21_2026,Elise Stefanik,,,,retiring,,2025-12-13,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings; https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,yes,1,198,1,2026-08-23,2026 United States House of Representatives election ratings; 2026 United States House of Representatives elections,Election ratings > Latest published ratings for competitive seats; Retirements > Republican,ushr template,! NY-21 | Elise | Stefanik (retiring) | data-sort-value= 62.1 | 62.1% R,generic_duplicate,drop — seeking_other_office on 2025-11-07 says the same thing earlier and with the reason,yes
HOU_FL_02_2026,Neal Dunn,,,,retiring,,2026-01-13,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings; https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,yes,1,167,3,2026-08-23,2026 United States House of Representatives election ratings; 2026 United States House of Representatives elections,Election ratings > Latest published ratings for competitive seats; Retirements > Republican,ushr template,# FL-2: Neal Dunn is retiring.,,,
,Eleanor Holmes Norton,,,,retiring,,2026-01-25,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,yes,1,120,0,2026-08-23,2026 United States House of Representatives elections,Retirements > Democratic,not identified,# DC-AL: Eleanor Holmes Norton is retiring.,,,
HOU_GA_11_2026,Barry Loudermilk,,,,retiring,,2026-02-04,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings; https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,yes,1,127,16,2026-08-23,2026 United States House of Representatives election ratings; 2026 United States House of Representatives elections,Election ratings > Latest published ratings for competitive seats; Retirements > Republican,ushr template,# GA-11: Barry Loudermilk is retiring.,,,
HOU_TX_23_2026,Tony Gonzales,,,,retiring,,2026-03-06,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings; https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,,1,25,1,2026-04-11,2026 United States House of Representatives election ratings; 2026 United States House of Representatives elections,Election ratings > Latest published ratings for competitive seats; Retirements > Republican,ushr template,# TX-23: Tony Gonzales is retiring.,earlier_generic,"merge — keep this date, take the withdrew type from 2026-03-14",yes
,Stacey Plaskett,,,,seeking_other_office,,2026-04-19,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,medium,,yes,4,54,0,2026-08-23,2026 United States House of Representatives elections,Retirements > Democratic,not identified,# VI-AL: Stacey Plaskett is retiring to run for governor of the U.S. Virgin Islands.,,,
HOU_OK_01_2026,Kevin Hern,,,,retiring,,2026-04-20,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,medium,,yes,13,61,1,2026-08-23,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! OK-1 | Kevin | Hern (retiring) | data-sort-value= 60.4 | 60.4% R,generic_duplicate,drop — seeking_other_office on 2026-03-11 says the same thing earlier and with the reason,yes
HOU_TX_09_2026,Al Green,,,,retiring,,2025-09-02,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,low,,,1,1,0,2025-09-02,2026 United States House of Representatives elections,Retirements > Democratic,ushr template,# TX-9: Al Green is retiring due to redistricting.,one_day_only,visible for a single day. Usually a reworded entry that left a stale twin behind,yes
HOU_KS_03_2026,Sharice Davids,,,,retiring,,2026-02-07,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,low,,,1,1,0,2026-02-07,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,ushr template,! KS-3 | Sharice | Davids (retiring) | data-sort-value=-53.4 | 53.4% D,one_day_only,visible for a single day. Usually a reworded entry that left a stale twin behind,yes
HOU_TX_23_2026,Tony Gonzales,,,,withdrew,,2026-03-14,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,low,,,1,1,0,2026-03-14,2026 United States House of Representatives elections,Incumbents defeated or withdrew > Nomination withdrawn > Republicans,ushr template,"# TX-23: Tony Gonzales was originally set to run in a runoff, but he withdrew.",one_day_only,visible for a single day. Usually a reworded entry that left a stale twin behind,yes
HOU_IA_04_2026,Randy Feenstra,,,,retiring,,2026-08-05,wiki_first_seen,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,low,,,2,1,0,2026-08-05,2026 United States House of Representatives elections,Retirements > Republican,ushr template,#IA-4: Randy Feenstra is retiring (previously ran for governor of Iowa).,generic_duplicate; one_day_only,drop — seeking_other_office on 2025-05-12 says the same thing earlier and with the reason,yes
