ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",681179,0,0.5362,0.4076,0.0561,557050,0.9102,0.0898,0.0182,0.0235,0.0206,0.018,0.001,
"2",681180,0,0.411,0.5295,0.0595,553035,0.923,0.077,0.0135,0.016,0.0118,0.0267,0.001,
"",1362359,1,0.4766,0.4657,0.0578,1110085,0.9166,0.0834,0.0159,0.0198,0.0162,0.0223,0.001,
