ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",817904,0,0.5618,0.3967,0.0415,617587,0.6607,0.3393,0.2088,0.0283,0.0594,0.0265,0.0238,
"2",817904,0,0.2905,0.6557,0.0538,571033,0.81,0.19,0.1187,0.0169,0.0287,0.0213,0.0091,
"3",817904,0,0.2472,0.7013,0.0515,588889,0.8079,0.1921,0.1154,0.0103,0.0226,0.0345,0.0126,
"4",817904,0,0.2767,0.6746,0.0487,546542,0.8264,0.1736,0.095,0.0122,0.0364,0.0181,0.0131,
"",3271616,1,0.3396,0.6114,0.049,2324051,0.7736,0.2264,0.1362,0.0172,0.0371,0.0253,0.0148,
