ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",717754,0,0.3766,0.6137,0.0097,557393,0.6708,0.3292,0.0326,0.2463,0.0187,0.0295,0.0012,
"2",717755,0,0.4711,0.5218,0.0071,559067,0.525,0.475,0.0374,0.3993,0.0221,0.019,0.0017,
"3",717754,0,0.3189,0.672,0.0091,564595,0.7176,0.2824,0.0312,0.207,0.0212,0.0226,0.001,
"4",717754,0,0.2195,0.7724,0.0081,555217,0.8283,0.1717,0.061,0.0722,0.0083,0.0311,0.001,
"5",717754,0,0.3797,0.6049,0.0154,560406,0.7027,0.2973,0.053,0.1833,0.0251,0.0363,0.0018,
"6",717754,0,0.3494,0.6369,0.0137,552230,0.7165,0.2835,0.0468,0.1926,0.0219,0.0212,0.001,
"7",717754,0,0.6366,0.3566,0.0068,568258,0.427,0.573,0.0366,0.5065,0.0167,0.0158,0.0011,
"",5024279,1,0.3962,0.5938,0.0101,3917166,0.6547,0.3453,0.0426,0.259,0.0191,0.025,0.0012,
