ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",797584,0,0.4669,0.5004,0.0327,618402,0.8582,0.1418,0.0468,0.0473,0.027,0.0159,0.0013,
"2",797589,0,0.4528,0.5143,0.0329,617226,0.8838,0.1162,0.0302,0.0477,0.0182,0.0146,0.0031,
"3",797551,-0.0001,0.4699,0.4981,0.032,600958,0.8209,0.1791,0.066,0.0515,0.0416,0.0158,0.0019,
"4",797645,0.0001,0.3495,0.6193,0.0312,613517,0.8545,0.1455,0.0764,0.0236,0.0245,0.0169,0.0045,
"",3190369,1,0.4353,0.5324,0.0322,2450103,0.8546,0.1454,0.0547,0.0425,0.0277,0.0158,0.0027,
